r,similarRelation,tripleCountR,tripleCountS,jaccardScore
http://bias.org/vocab/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_3./measurement_unit/dated_money_value/currency,370,378,0.6884876
http://bias.org/vocab/location/statistical_region/rent50_3./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency,378,370,0.6884876
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/position,2262,2320,0.68828297
http://bias.org/vocab/sports/sports_team/roster./soccer/football_roster_position/position,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,2320,2262,0.68828297
http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,52,61,0.6865672
http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,61,52,0.6865672
http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_historical_roster_position/team,42,44,0.6862745
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_historical_roster_position/team,http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/team,44,42,0.6862745
http://bias.org/vocab/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source,785,775,0.6846652
http://bias.org/vocab/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,775,785,0.6846652
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source,788,775,0.6842672
http://bias.org/vocab/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,775,788,0.6842672
http://bias.org/vocab/american_football/football_player/former_teams./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/position,15,17,0.68421054
http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/position,http://bias.org/vocab/american_football/football_player/former_teams./american_football/football_historical_roster_position/position_s,17,15,0.68421054
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,536,538,0.68338555
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,538,536,0.68338555
http://bias.org/vocab/location/statistical_region/rent50_3./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,378,376,0.68303573
http://bias.org/vocab/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_3./measurement_unit/dated_money_value/currency,376,378,0.68303573
http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,172,178,0.6826923
http://bias.org/vocab/sports/sports_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/position,178,172,0.6826923
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,788,785,0.68235296
http://bias.org/vocab/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,785,788,0.68235296
http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,177,183,0.682243
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/position,183,177,0.682243
http://bias.org/vocab/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,370,373,0.68099546
http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_0./measurement_unit/dated_money_value/currency,373,370,0.68099546
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,2265,2262,0.6804009
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/position,2262,2265,0.6804009
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/position,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/position,61,65,0.68
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/position,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/position,65,61,0.68
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,789,785,0.67982924
http://bias.org/vocab/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,785,789,0.67982924
http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,373,376,0.6793722
http://bias.org/vocab/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,376,373,0.6793722
http://bias.org/vocab/baseball/baseball_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,25,22,0.6785714
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/baseball/baseball_player/former_teams./sports/sports_team_roster/team,22,25,0.6785714
http://bias.org/vocab/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source,785,782,0.6777302
http://bias.org/vocab/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,782,785,0.6777302
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source,788,782,0.6773504
http://bias.org/vocab/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,782,788,0.6773504
http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/team,175,167,0.6764706
http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/team,http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,167,175,0.6764706
http://bias.org/vocab/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source,782,775,0.67419356
http://bias.org/vocab/location/hud_foreclosure_area/total_residential_addresses./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source,775,782,0.67419356
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source,789,782,0.6730564
http://bias.org/vocab/location/hud_foreclosure_area/total_90_day_vacant_residential_addresses./measurement_unit/dated_integer/source,http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,782,789,0.6730564
http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/position,179,172,0.67142856
http://bias.org/vocab/basketball/basketball_team/roster./sports/sports_team_roster/position,http://bias.org/vocab/basketball/basketball_team/roster./basketball/basketball_roster_position/position,172,179,0.67142856
http://bias.org/vocab/baseball/baseball_team/current_roster./baseball/baseball_roster_position/position,http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,173,183,0.6713615
http://bias.org/vocab/sports/sports_team/roster./baseball/baseball_roster_position/position,http://bias.org/vocab/baseball/baseball_team/current_roster./baseball/baseball_roster_position/position,183,173,0.6713615
http://bias.org/vocab/education/educational_institution/campuses,http://bias.org/vocab/education/educational_institution_campus/educational_institution,533,526,0.670347
http://bias.org/vocab/education/educational_institution_campus/educational_institution,http://bias.org/vocab/education/educational_institution/campuses,526,533,0.670347
http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/position,http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,609,573,0.6671368
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/american_football/football_team/current_roster./american_football/football_roster_position/position,573,609,0.6671368
http://bias.org/vocab/fictional_universe/fictional_character/married_to./fictional_universe/marriage_of_fictional_characters/spouses,http://bias.org/vocab/fictional_universe/fictional_character/siblings./fictional_universe/sibling_relationship_of_fictional_characters/siblings,3,2,0.6666667
http://bias.org/vocab/fictional_universe/fictional_character/siblings./fictional_universe/sibling_relationship_of_fictional_characters/siblings,http://bias.org/vocab/fictional_universe/fictional_character/married_to./fictional_universe/marriage_of_fictional_characters/spouses,2,3,0.6666667
http://bias.org/vocab/base/contractbridge/bridge_tournament/standing./base/contractbridge/bridge_tournament_standings/first_place,http://bias.org/vocab/base/contractbridge/bridge_tournament/standing./base/contractbridge/bridge_tournament_standings/second_place,6,4,0.6666667
http://bias.org/vocab/base/contractbridge/bridge_tournament/standing./base/contractbridge/bridge_tournament_standings/second_place,http://bias.org/vocab/base/contractbridge/bridge_tournament/standing./base/contractbridge/bridge_tournament_standings/first_place,4,6,0.6666667
http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/seasons,http://bias.org/vocab/tv/tv_program/seasons,5,5,0.6666667
http://bias.org/vocab/tv/tv_program/seasons,http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/seasons,5,5,0.6666667
http://bias.org/vocab/tv/tv_series_season/regular_cast./tv/regular_tv_appearance/series,http://bias.org/vocab/tv/tv_series_season/series,6,4,0.6666667
http://bias.org/vocab/tv/tv_series_season/series,http://bias.org/vocab/tv/tv_series_season/regular_cast./tv/regular_tv_appearance/series,4,6,0.6666667
http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/player,7,8,0.6666667
http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/player,http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/player,8,7,0.6666667
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/position,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/position,60,65,0.6666667
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/position,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/position,65,60,0.6666667
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,532,538,0.6666667
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,538,532,0.6666667
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/sports/sports_team/roster./ice_hockey/hockey_roster_position/position,127,126,0.6644737
http://bias.org/vocab/sports/sports_team/roster./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/ice_hockey/hockey_team/current_roster./ice_hockey/hockey_roster_position/position,126,127,0.6644737
http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,573,607,0.6619718
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/position,http://bias.org/vocab/american_football/football_team/current_roster./sports/sports_team_roster/position,607,573,0.6619718
http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team,175,170,0.65865386
http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team,http://bias.org/vocab/basketball/basketball_position/player_roster_position./basketball/basketball_roster_position/team,170,175,0.65865386
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_team/roster./ice_hockey/hockey_roster_position/position,121,126,0.6577181
http://bias.org/vocab/sports/sports_team/roster./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,126,121,0.6577181
http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team,http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/team,170,167,0.6519608
http://bias.org/vocab/sports/sports_position/players./basketball/basketball_roster_position/team,http://bias.org/vocab/basketball/basketball_position/player_roster_position./sports/sports_team_roster/team,167,170,0.6519608
http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/player,http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/player,39,40,0.6458333
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/player,http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/player,40,39,0.6458333
http://bias.org/vocab/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/revenue./measurement_unit/dated_money_value/currency,198,215,0.64541835
http://bias.org/vocab/business/business_operation/revenue./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,215,198,0.64541835
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./ice_hockey/hockey_roster_position/position,http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,127,121,0.6423841
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/ice_hockey/hockey_team/current_roster./ice_hockey/hockey_roster_position/position,121,127,0.6423841
http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/player,37,40,0.63829786
http://bias.org/vocab/sports/sports_team/roster./american_football/football_historical_roster_position/player,http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/player,40,37,0.63829786
http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/team,9,9,0.6363636
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_roster_position/team,http://bias.org/vocab/basketball/basketball_player/team./basketball/basketball_roster_position/team,9,9,0.6363636
http://bias.org/vocab/baseball/baseball_team/current_roster./baseball/baseball_roster_position/position,http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/position,173,177,0.635514
http://bias.org/vocab/baseball/baseball_team/current_roster./sports/sports_team_roster/position,http://bias.org/vocab/baseball/baseball_team/current_roster./baseball/baseball_roster_position/position,177,173,0.635514
http://bias.org/vocab/olympics/olympic_games/sports,http://bias.org/vocab/user/jg/default_domain/olympic_games/sports,664,581,0.63385826
http://bias.org/vocab/user/jg/default_domain/olympic_games/sports,http://bias.org/vocab/olympics/olympic_games/sports,581,664,0.63385826
http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,61,55,0.63380283
http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,55,61,0.63380283
http://bias.org/vocab/basketball/basketball_team/historical_roster./basketball/basketball_historical_roster_position/player,http://bias.org/vocab/basketball/basketball_team/historical_roster./sports/sports_team_roster/player,31,31,0.6315789
http://bias.org/vocab/basketball/basketball_team/historical_roster./sports/sports_team_roster/player,http://bias.org/vocab/basketball/basketball_team/historical_roster./basketball/basketball_historical_roster_position/player,31,31,0.6315789
http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/net_profit./measurement_unit/dated_money_value/currency,61,74,0.62650603
http://bias.org/vocab/business/business_operation/net_profit./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,74,61,0.62650603
http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,http://bias.org/vocab/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,160,149,0.6263158
http://bias.org/vocab/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,149,160,0.6263158
http://bias.org/vocab/baseball/baseball_player/former_teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,25,22,0.62068963
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/baseball/baseball_player/former_teams./baseball/baseball_historical_roster_position/team,22,25,0.62068963
http://bias.org/vocab/american_football/football_player/former_teams./american_football/football_historical_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_historical_roster_position/team,37,44,0.62
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_historical_roster_position/team,http://bias.org/vocab/american_football/football_player/former_teams./american_football/football_historical_roster_position/team,44,37,0.62
http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,http://bias.org/vocab/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency,160,151,0.6197917
http://bias.org/vocab/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency,http://bias.org/vocab/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,151,160,0.6197917
http://bias.org/vocab/business/business_operation/current_liabilities./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,49,61,0.61764705
http://bias.org/vocab/business/business_operation/liabilities./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/current_liabilities./measurement_unit/dated_money_value/currency,61,49,0.61764705
http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,538,676,0.6143617
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./soccer/football_roster_position/team,676,538,0.6143617
http://bias.org/vocab/american_football/football_player/former_teams./american_football/football_historical_roster_position/team,http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/team,37,42,0.6122449
http://bias.org/vocab/american_football/football_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/american_football/football_player/former_teams./american_football/football_historical_roster_position/team,42,37,0.6122449
http://bias.org/vocab/business/business_operation/assets./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,181,198,0.6059322
http://bias.org/vocab/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/assets./measurement_unit/dated_money_value/currency,198,181,0.6059322
http://bias.org/vocab/american_football/football_player/games./american_football/player_game_statistics/team,http://bias.org/vocab/american_football/football_player/passing./american_football/player_passing_statistics/team,5,3,0.6
http://bias.org/vocab/american_football/football_player/passing./american_football/player_passing_statistics/season,http://bias.org/vocab/american_football/football_player/rushing./american_football/player_rushing_statistics/season,5,3,0.6
http://bias.org/vocab/american_football/football_player/passing./american_football/player_passing_statistics/team,http://bias.org/vocab/american_football/football_player/games./american_football/player_game_statistics/team,3,5,0.6
http://bias.org/vocab/american_football/football_player/passing./american_football/player_passing_statistics/team,http://bias.org/vocab/american_football/football_player/rushing./american_football/player_rushing_statistics/team,3,5,0.6
http://bias.org/vocab/american_football/football_player/rushing./american_football/player_rushing_statistics/season,http://bias.org/vocab/american_football/football_player/passing./american_football/player_passing_statistics/season,3,5,0.6
http://bias.org/vocab/american_football/football_player/rushing./american_football/player_rushing_statistics/team,http://bias.org/vocab/american_football/football_player/passing./american_football/player_passing_statistics/team,5,3,0.6
http://bias.org/vocab/ice_hockey/hockey_player/former_team_s./ice_hockey/hockey_previous_roster_position/team,http://bias.org/vocab/ice_hockey/hockey_player/former_team_s./sports/sports_team_roster/team,4,4,0.6
http://bias.org/vocab/ice_hockey/hockey_player/former_team_s./sports/sports_team_roster/team,http://bias.org/vocab/ice_hockey/hockey_player/former_team_s./ice_hockey/hockey_previous_roster_position/team,4,4,0.6
http://bias.org/vocab/business/business_operation/current_liabilities./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,49,55,0.6
http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/current_liabilities./measurement_unit/dated_money_value/currency,55,49,0.6
http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,547,643,0.59731543
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/soccer/football_team/current_roster./sports/sports_team_roster/player,643,547,0.59731543
http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,52,55,0.5970149
http://bias.org/vocab/business/business_operation/retained_earnings./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/current_assets./measurement_unit/dated_money_value/currency,55,52,0.5970149
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,532,676,0.5957728
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/team,676,532,0.5957728
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,536,676,0.5947368
http://bias.org/vocab/sports/pro_athlete/teams./sports/sports_team_roster/team,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/team,676,536,0.5947368
http://bias.org/vocab/baseball/baseball_player/batting_stats./baseball/batting_statistics/team,http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,21,22,0.5925926
http://bias.org/vocab/sports/pro_athlete/teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/baseball/baseball_player/batting_stats./baseball/batting_statistics/team,22,21,0.5925926
http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,537,643,0.59244263
http://bias.org/vocab/sports/sports_team/roster./sports/sports_team_roster/player,http://bias.org/vocab/soccer/football_team/current_roster./soccer/football_roster_position/player,643,537,0.59244263
http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/position,http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/position,61,60,0.59210527
http://bias.org/vocab/soccer/football_player/current_team./sports/sports_team_roster/position,http://bias.org/vocab/soccer/football_player/current_team./soccer/football_roster_position/position,60,61,0.59210527
http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/position_s,http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/position,102,127,0.5902778
http://bias.org/vocab/sports/sports_position/players./sports/sports_team_roster/position,http://bias.org/vocab/sports/sports_position/players./american_football/football_historical_roster_position/position_s,127,102,0.5902778
http://bias.org/vocab/basketball/basketball_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_historical_roster_position/team,33,29,0.5897436
http://bias.org/vocab/sports/pro_athlete/teams./basketball/basketball_historical_roster_position/team,http://bias.org/vocab/basketball/basketball_player/former_teams./sports/sports_team_roster/team,29,33,0.5897436
http://bias.org/vocab/baseball/baseball_player/batting_stats./baseball/batting_statistics/team,http://bias.org/vocab/baseball/baseball_player/former_teams./baseball/baseball_historical_roster_position/team,21,25,0.5862069
http://bias.org/vocab/baseball/baseball_player/batting_stats./baseball/batting_statistics/team,http://bias.org/vocab/baseball/baseball_player/former_teams./sports/sports_team_roster/team,21,25,0.5862069
http://bias.org/vocab/baseball/baseball_player/former_teams./baseball/baseball_historical_roster_position/team,http://bias.org/vocab/baseball/baseball_player/batting_stats./baseball/batting_statistics/team,25,21,0.5862069
http://bias.org/vocab/baseball/baseball_player/former_teams./sports/sports_team_roster/team,http://bias.org/vocab/baseball/baseball_player/batting_stats./baseball/batting_statistics/team,25,21,0.5862069
http://bias.org/vocab/business/business_operation/assets./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/revenue./measurement_unit/dated_money_value/currency,181,215,0.584
http://bias.org/vocab/business/business_operation/revenue./measurement_unit/dated_money_value/currency,http://bias.org/vocab/business/business_operation/assets./measurement_unit/dated_money_value/currency,215,181,0.584
http://bias.org/vocab/government/government_office_category/officeholders./government/government_position_held/office_position_or_title,http://bias.org/vocab/government/government_office_category/offices,8,11,0.5833333
http://bias.org/vocab/government/government_office_category/offices,http://bias.org/vocab/government/government_office_category/officeholders./government/government_position_held/office_position_or_title,11,8,0.5833333
http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/player,http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/player,39,37,0.5833333
http://bias.org/vocab/american_football/football_team/historical_roster./sports/sports_team_roster/player,http://bias.org/vocab/american_football/football_team/historical_roster./american_football/football_historical_roster_position/player,37,39,0.5833333
http://bias.org/vocab/soccer/football_position/players,http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/player,71,62,0.5833333
http://bias.org/vocab/sports/sports_position/players./soccer/football_roster_position/player,http://bias.org/vocab/soccer/football_position/players,62,71,0.5833333
