head,predicate,tail
06453723,_hypernym,06429590
05845140,_hypernym,05839024
02386012,_derivationally_related_form,08227214
10416364,_hypernym,10129825
02551824,_member_meronym,02657083
12668517,_hypernym,13100677
10714851,_hypernym,10596899
07121361,_derivationally_related_form,01048718
05284333,_has_part,05473104
13492453,_hypernym,13526110
08013453,_instance_hypernym,08392137
04707409,_derivationally_related_form,02696503
00789138,_derivationally_related_form,00633864
14548343,_derivationally_related_form,00091968
10626540,_hypernym,10625860
01663169,_member_meronym,01663939
02656189,_derivationally_related_form,08644045
13178107,_hypernym,13167078
01280488,_derivationally_related_form,00405360
07054122,_derivationally_related_form,02675320
05154908,_derivationally_related_form,00082081
01501184,_hypernym,01500873
00303849,_derivationally_related_form,01968275
04175380,_hypernym,04381994
06928839,_hypernym,06926212
15287830,_derivationally_related_form,02019021
14841267,_hypernym,14877585
00988232,_derivationally_related_form,05001482
01133288,_derivationally_related_form,02753881
01442578,_derivationally_related_form,03929202
00443116,_verb_group,00443384
06214744,_derivationally_related_form,09945319
10661732,_hypernym,10104209
02243351,_member_meronym,02243744
02068745,_derivationally_related_form,00835501
08900535,_has_part,09228144
01627424,_has_part,02465929
00682781,_derivationally_related_form,05747582
11825535,_hypernym,11573660
01822300,_hypernym,01821203
07577657,_hypernym,07573696
02790322,_hypernym,03974215
00376400,_derivationally_related_form,01369758
01045073,_derivationally_related_form,07123870
01854132,_derivationally_related_form,00392093
03024064,_derivationally_related_form,01730799
02453321,_derivationally_related_form,00343700
08859173,_member_of_domain_region,09510305
09407043,_hypernym,09190918
00305109,_derivationally_related_form,00365471
00275607,_hypernym,01463963
14578104,_derivationally_related_form,02751597
05790242,_derivationally_related_form,00676450
03931044,_derivationally_related_form,02851550
01905121,_hypernym,05225602
04407686,_has_part,03073977
00884466,_has_part,01232246
04149374,_derivationally_related_form,02061495
11237075,_instance_hypernym,10453533
07257582,_hypernym,06873571
00790308,_hypernym,01224744
09207288,_has_part,08954611
10541229,_hypernym,00007846
01004403,_derivationally_related_form,06844199
01258302,_hypernym,01552519
02331479,_member_meronym,02333368
10441694,_derivationally_related_form,02299269
01128655,_derivationally_related_form,00579712
02634808,_derivationally_related_form,05920791
12747563,_member_meronym,11598100
01679806,_hypernym,01675963
01921964,_derivationally_related_form,00325110
02575082,_hypernym,02574205
10237935,_synset_domain_topic_of,06951067
00631737,_hypernym,00719734
12959802,_hypernym,11534677
02893338,_derivationally_related_form,10020890
01194225,_synset_domain_topic_of,08441203
12844697,_member_meronym,12844939
02304967,_hypernym,01762525
12625003,_hypernym,12651821
08103777,_member_meronym,08106934
00534480,_synset_domain_topic_of,00528667
01983797,_derivationally_related_form,04874409
12970379,_hypernym,11590783
01309701,_derivationally_related_form,00941974
06891022,_derivationally_related_form,02148788
00282790,_derivationally_related_form,13152742
07182485,_hypernym,07183151
12574866,_hypernym,13112664
13426376,_hypernym,13561719
00510475,_hypernym,00747671
03722007,_derivationally_related_form,00921738
12090318,_member_meronym,12092766
08937995,_instance_hypernym,08633957
12869478,_hypernym,13118707
04046590,_hypernym,02788689
00366275,_derivationally_related_form,13451348
02106506,_derivationally_related_form,09626589
13480848,_derivationally_related_form,02356420
08999482,_member_meronym,09731436
08900535,_has_part,09396275
03211117,_has_part,04054795
01694709,_hypernym,01674464
05166072,_derivationally_related_form,01160031
04526520,_derivationally_related_form,02042672
01009637,_derivationally_related_form,02478936
05623818,_derivationally_related_form,02163746
10430665,_derivationally_related_form,03928116
13220842,_member_meronym,13221383
14645882,_hypernym,14625458
07157273,_member_of_domain_usage,02983507
00823129,_derivationally_related_form,10547145
00315605,_verb_group,00316195
12801323,_member_meronym,12801520
07922764,_hypernym,07881800
14420954,_hypernym,14418395
13282550,_derivationally_related_form,02250625
00924873,_hypernym,00631737
00016380,_hypernym,00014405
00912048,_derivationally_related_form,07125523
13728499,_hypernym,13582013
10049017,_hypernym,09615807
00060477,_derivationally_related_form,00692506
02510455,_hypernym,02507649
01356750,_derivationally_related_form,04935528
03113835,_derivationally_related_form,00051761
08975902,_member_of_domain_region,08022972
00449295,_derivationally_related_form,00395797
08016385,_instance_hypernym,08392137
02116777,_derivationally_related_form,00866606
02338029,_member_meronym,02338145
02525044,_hypernym,02524171
02116959,_hypernym,01862557
05871362,_hypernym,05872477
01070892,_derivationally_related_form,00612841
00583523,_derivationally_related_form,13541491
00703310,_derivationally_related_form,05966129
12998349,_member_meronym,13016457
13464204,_derivationally_related_form,00203866
01632047,_hypernym,01629276
09809749,_hypernym,10317007
07314658,_derivationally_related_form,00309990
08688076,_instance_hypernym,08685677
10511239,_derivationally_related_form,00204585
00658913,_synset_domain_topic_of,00523513
06663617,_has_part,06655388
04443257,_hypernym,04202417
05133535,_hypernym,05133287
03867070,_hypernym,03936895
01751722,_derivationally_related_form,03396311
12052053,_hypernym,11556857
03838160,_derivationally_related_form,00532607
02296726,_hypernym,02327200
12538603,_member_meronym,12539074
10323182,_derivationally_related_form,00730984
00448680,_hypernym,00146138
00067274,_hypernym,00066191
04547592,_derivationally_related_form,01130607
12039743,_member_meronym,12070950
09372504,_has_part,09416570
09143017,_instance_hypernym,08695539
11354145,_instance_hypernym,10467395
00898518,_hypernym,00407535
11894558,_hypernym,13085113
06449735,_has_part,06451891
04161358,_derivationally_related_form,01543998
14688500,_hypernym,14662574
13258362,_hypernym,13255145
04980008,_derivationally_related_form,02124748
08038995,_synset_domain_topic_of,00759694
00173159,_derivationally_related_form,02670683
00957176,_derivationally_related_form,04839676
00636574,_derivationally_related_form,02710294
04295881,_has_part,04302334
06715223,_derivationally_related_form,00847870
01695259,_member_meronym,01695681
01240210,_derivationally_related_form,02538765
02492362,_derivationally_related_form,00429048
02910353,_hypernym,03323703
01251228,_derivationally_related_form,00251780
14674408,_derivationally_related_form,00500638
01782378,_member_meronym,01782516
04978792,_hypernym,04975988
02652494,_derivationally_related_form,01054227
09714952,_hypernym,09686536
10442815,_derivationally_related_form,01741864
00536655,_hypernym,00534849
01573515,_derivationally_related_form,07367708
00843128,_derivationally_related_form,01170052
11018153,_instance_hypernym,10527334
12808227,_member_meronym,12914433
08505573,_hypernym,08673395
09458791,_instance_hypernym,09411430
09238926,_hypernym,09287968
00101956,_derivationally_related_form,00118552
07180570,_derivationally_related_form,01023259
02597173,_member_meronym,02597367
12691189,_hypernym,11585340
07672135,_hypernym,14864360
01309991,_derivationally_related_form,04872531
05546040,_has_part,05310351
02326237,_member_meronym,02326432
02260362,_derivationally_related_form,10309896
00251013,_derivationally_related_form,02741960
09039411,_has_part,09040839
00113818,_derivationally_related_form,14036539
01845627,_member_meronym,01853072
08366440,_derivationally_related_form,00502085
03545150,_derivationally_related_form,02459173
10501747,_synset_domain_topic_of,06053439
03158885,_hypernym,03624134
00901651,_hypernym,00901103
01556671,_member_meronym,01557697
14396890,_hypernym,14204950
02854521,_derivationally_related_form,06431740
02469443,_hypernym,02467662
00145623,_hypernym,00126264
07676855,_hypernym,07676602
01397114,_hypernym,01387065
02092468,_hypernym,02087122
12998815,_hypernym,12997654
00051712,_hypernym,00051525
01202415,_hypernym,01080366
00366691,_also_see,00394562
01999767,_hypernym,01767661
01555809,_hypernym,01525720
02226598,_member_meronym,02226821
01642671,_member_meronym,01642943
04471632,_hypernym,04171831
02860415,_hypernym,04586421
03101156,_hypernym,03101986
00786195,_hypernym,00407535
01731031,_hypernym,01732172
01648001,_member_meronym,01648356
02308741,_hypernym,02199590
08174398,_member_meronym,09039411
01169704,_hypernym,01170052
07157273,_member_of_domain_usage,00993787
05050115,_derivationally_related_form,01731351
02742232,_derivationally_related_form,00307631
00186616,_also_see,00570590
03222516,_derivationally_related_form,00792304
10058155,_hypernym,10605985
13631355,_has_part,13630707
03907654,_hypernym,03574555
08135342,_has_part,08141374
02071457,_hypernym,02066939
10618848,_derivationally_related_form,00298041
08065937,_hypernym,08061042
02057478,_member_meronym,02058074
08871007,_has_part,08877382
01203074,_hypernym,01202728
00874067,_hypernym,00030358
02763520,_derivationally_related_form,14645346
14059663,_hypernym,14052403
02162947,_derivationally_related_form,04952944
02648769,_hypernym,01432517
06174404,_synset_domain_topic_of,06172789
05936381,_derivationally_related_form,01635432
02346315,_member_meronym,02367131
10820790,_synset_domain_topic_of,08083599
08239808,_derivationally_related_form,00654625
01465593,_hypernym,05307091
00928630,_hypernym,02296153
02656189,_hypernym,02656390
06371267,_derivationally_related_form,02534492
12854600,_hypernym,12205694
04306847,_hypernym,04157320
04995531,_hypernym,04995211
07237758,_derivationally_related_form,00727991
04939324,_derivationally_related_form,00708017
00883297,_has_part,00728975
08153337,_hypernym,07951464
01721010,_hypernym,08221348
10417168,_derivationally_related_form,02582615
04602044,_hypernym,08578706
13493213,_hypernym,13509528
12353604,_member_meronym,12353754
00338071,_hypernym,00334186
12023726,_hypernym,11915214
10309347,_hypernym,10630188
06763681,_hypernym,06763273
01012125,_synset_domain_topic_of,08199025
06510977,_synset_domain_topic_of,06128570
14562960,_derivationally_related_form,00352826
00863433,_derivationally_related_form,00133338
12145477,_hypernym,12143676
09353109,_hypernym,09277686
13962166,_derivationally_related_form,02616713
12546183,_hypernym,13103136
07736692,_hypernym,07709333
09057311,_has_part,09250165
12076381,_member_meronym,12076577
02391193,_derivationally_related_form,04429376
10691764,_derivationally_related_form,04390977
09035951,_instance_hypernym,08633957
05763412,_hypernym,05762998
01654271,_hypernym,01619354
02091165,_derivationally_related_form,00285889
01251128,_derivationally_related_form,05015117
01558681,_derivationally_related_form,13908201
05884433,_synset_domain_topic_of,06075527
10246703,_hypernym,09617867
00966869,_derivationally_related_form,01565472
00337065,_derivationally_related_form,07367708
08245172,_derivationally_related_form,08244062
13203251,_hypernym,13166338
13050940,_hypernym,13049953
10512562,_hypernym,10372373
01489465,_hypernym,01438304
00205885,_verb_group,00205046
06665108,_hypernym,06652242
01017987,_derivationally_related_form,01995549
14526182,_derivationally_related_form,02110552
11132948,_instance_hypernym,09826204
12612913,_member_meronym,12613596
15203229,_hypernym,15113229
04928903,_derivationally_related_form,10155849
00583461,_derivationally_related_form,02446164
08070850,_derivationally_related_form,02216083
11654124,_hypernym,11554175
02648106,_derivationally_related_form,11460063
09087599,_has_part,09206375
02907473,_derivationally_related_form,05802185
02210291,_hypernym,01762525
02491383,_derivationally_related_form,00509846
01495340,_member_meronym,01495493
01640567,_member_meronym,01641391
06402565,_hypernym,06359877
01034077,_hypernym,01033458
01113473,_synset_domain_topic_of,00471613
02192127,_hypernym,01762525
00002573,_derivationally_related_form,03110322
10599354,_hypernym,00007846
00611433,_derivationally_related_form,00603298
14370391,_hypernym,14288235
06889330,_derivationally_related_form,02141973
03059366,_derivationally_related_form,00768778
00962722,_hypernym,01080366
00663160,_derivationally_related_form,09761403
15071684,_hypernym,15022776
00203342,_derivationally_related_form,02237338
09207288,_has_part,09194710
05705075,_hypernym,05704694
02484049,_hypernym,02483267
00171249,_hypernym,00168237
03566555,_hypernym,03733925
00191142,_derivationally_related_form,00126264
03110669,_derivationally_related_form,01733829
00738747,_derivationally_related_form,07120524
11780930,_hypernym,13122364
09892262,_hypernym,09957156
04544979,_derivationally_related_form,01912893
02862048,_has_part,03146342
10264437,_derivationally_related_form,06172789
00369138,_derivationally_related_form,01378123
01530678,_derivationally_related_form,00379588
04982207,_hypernym,04983122
10197967,_derivationally_related_form,02639606
12099803,_member_meronym,12100187
01262936,_hypernym,01263479
01529672,_hypernym,01525720
01262113,_hypernym,01659248
02148512,_hypernym,02145424
01787955,_derivationally_related_form,01221790
01381549,_derivationally_related_form,00045646
00892698,_derivationally_related_form,00090253
06918396,_hypernym,06906439
02654686,_derivationally_related_form,07429976
06362953,_has_part,06398760
01045419,_hypernym,00983824
08975902,_member_of_domain_region,08045140
02659478,_has_part,07791663
07375214,_derivationally_related_form,00144694
00874977,_hypernym,00874806
01240979,_derivationally_related_form,00448440
11665372,_has_part,11669335
01244593,_derivationally_related_form,01523823
02669081,_derivationally_related_form,09851165
13579287,_hypernym,13577171
08969291,_has_part,09210346
02641825,_member_meronym,02646377
09044862,_member_of_domain_region,08338847
00239614,_hypernym,00239321
01578341,_member_meronym,01578575
06403969,_derivationally_related_form,10564660
00241038,_hypernym,00441445
13151265,_hypernym,11562747
07233863,_derivationally_related_form,00864910
12056601,_hypernym,12056217
00829107,_derivationally_related_form,10694258
13982999,_derivationally_related_form,01537959
04717139,_derivationally_related_form,01018928
01711071,_derivationally_related_form,07494363
00941990,_derivationally_related_form,07135734
03429288,_derivationally_related_form,00919424
03890713,_instance_hypernym,04511002
10506762,_hypernym,10622053
03058754,_derivationally_related_form,08756884
00564177,_hypernym,00556313
12639910,_hypernym,12639736
06271778,_derivationally_related_form,00790703
11776861,_member_meronym,11777080
00315330,_derivationally_related_form,00364600
08246302,_hypernym,08245172
04446521,_has_part,04447861
12165758,_hypernym,12157769
05061977,_derivationally_related_form,00980527
00701755,_hypernym,00700979
11607392,_member_meronym,11645271
09003284,_member_of_domain_region,07624924
09903639,_derivationally_related_form,00682928
02542280,_verb_group,00351406
02687992,_hypernym,03315023
02735418,_derivationally_related_form,07291312
01684663,_synset_domain_topic_of,00933420
08622586,_hypernym,08620061
00736216,_derivationally_related_form,00634276
04879658,_derivationally_related_form,10722965
07381864,_hypernym,07387509
02291220,_hypernym,02283201
04096848,_derivationally_related_form,01127215
01578341,_member_meronym,01578821
10221312,_derivationally_related_form,00853633
01581933,_hypernym,01580467
12957298,_hypernym,13166338
05069199,_derivationally_related_form,02038357
12149751,_member_meronym,12150028
00863906,_hypernym,00862683
01719921,_verb_group,01716619
01406512,_derivationally_related_form,00129089
00356367,_hypernym,00356199
02029492,_verb_group,01377571
01753959,_hypernym,01752165
13342692,_derivationally_related_form,02545272
01871699,_hypernym,01342529
14164190,_hypernym,14465048
05600637,_has_part,05311054
01380638,_also_see,01976089
14353008,_synset_domain_topic_of,06063588
02626265,_has_part,07784810
02169023,_hypernym,02168699
08819397,_member_of_domain_region,09449949
02522581,_derivationally_related_form,09762509
01155687,_derivationally_related_form,09851876
00308370,_derivationally_related_form,01843055
01815185,_hypernym,01814815
10110421,_hypernym,09632518
02088627,_derivationally_related_form,07380144
00363260,_derivationally_related_form,00290302
00554541,_derivationally_related_form,02723016
13743869,_synset_domain_topic_of,00490569
02301072,_member_meronym,02302620
02964634,_hypernym,03285912
01264283,_derivationally_related_form,04700642
00384510,_synset_domain_topic_of,06276697
01811682,_member_meronym,01811909
12450099,_hypernym,11561228
08032955,_synset_domain_topic_of,00759694
00623545,_hypernym,00620752
01747374,_derivationally_related_form,01019524
02974697,_hypernym,03094503
08929922,_member_of_domain_region,13753740
02210855,_derivationally_related_form,00041899
12342299,_hypernym,12205694
12039743,_member_meronym,12064183
00147862,_hypernym,00199707
07171206,_derivationally_related_form,00621058
11538935,_member_meronym,11540000
10115082,_derivationally_related_form,02075462
00381326,_derivationally_related_form,00189189
02570062,_hypernym,02600490
05252970,_hypernym,05303402
09023321,_has_part,09024467
01962865,_derivationally_related_form,00442981
02342109,_hypernym,01864707
12812235,_hypernym,12205694
11573660,_hypernym,11567411
02666882,_derivationally_related_form,05748786
00233335,_derivationally_related_form,02003725
02109818,_derivationally_related_form,07355491
05501485,_hypernym,08434259
00094500,_synset_domain_topic_of,08083599
02295208,_derivationally_related_form,13285176
12838027,_member_meronym,12848870
02376542,_derivationally_related_form,00057895
01452546,_derivationally_related_form,03929660
02273545,_member_meronym,02281552
06295235,_member_of_domain_usage,13333047
07440240,_derivationally_related_form,02041206
03017070,_hypernym,02821627
00379774,_derivationally_related_form,13573181
00223983,_derivationally_related_form,00479176
10738515,_hypernym,10522035
07828642,_hypernym,07809368
10380672,_derivationally_related_form,00828901
10160012,_hypernym,09821253
01454810,_derivationally_related_form,10162507
11719468,_member_meronym,11723655
02584097,_derivationally_related_form,10006842
01062817,_derivationally_related_form,02641035
01566888,_member_meronym,01569713
10433452,_hypernym,10294602
10754281,_hypernym,10257647
10743675,_hypernym,00004475
06183899,_synset_domain_topic_of,06182144
03213014,_derivationally_related_form,02294436
01362736,_derivationally_related_form,10393909
07510923,_derivationally_related_form,00059019
08437515,_hypernym,08436759
15009637,_hypernym,04025748
09545000,_hypernym,09484664
11755694,_member_meronym,11757190
02298833,_hypernym,01762525
03864994,_derivationally_related_form,01488555
06643408,_derivationally_related_form,01015244
01916634,_derivationally_related_form,00290125
02528163,_hypernym,02514825
02421749,_derivationally_related_form,13350976
08779504,_has_part,08780018
07970406,_hypernym,07969695
01163620,_derivationally_related_form,03768346
14447816,_hypernym,14447525
01146288,_derivationally_related_form,00269140
01745780,_hypernym,01657723
00197590,_derivationally_related_form,00670703
01672950,_member_meronym,01673118
12130937,_hypernym,12136720
08960363,_instance_hypernym,08524735
10095061,_synset_domain_topic_of,08199025
00684507,_hypernym,00684273
02034300,_derivationally_related_form,00350380
02593863,_member_meronym,02597173
04893358,_hypernym,04892794
12770529,_hypernym,13104059
09793830,_hypernym,10020890
01548718,_derivationally_related_form,06428646
06807198,_derivationally_related_form,02645007
13652994,_hypernym,13603305
02560548,_derivationally_related_form,05136343
01430952,_derivationally_related_form,00855674
10597234,_hypernym,00007846
00055539,_derivationally_related_form,00849982
00229814,_hypernym,00229260
04685195,_derivationally_related_form,00776988
06556692,_synset_domain_topic_of,08441203
00869596,_derivationally_related_form,09612131
01469770,_derivationally_related_form,07186148
08214272,_hypernym,08190754
02384686,_derivationally_related_form,07186148
00083260,_hypernym,00030358
02801823,_hypernym,03513376
14864360,_hypernym,14938907
00081072,_hypernym,00078760
10126177,_hypernym,10284064
02183697,_member_meronym,02184114
13810323,_derivationally_related_form,00368109
04866465,_hypernym,04616059
05728678,_derivationally_related_form,00709625
02406585,_derivationally_related_form,10671613
12134300,_hypernym,11556857
01101958,_derivationally_related_form,01745722
10578162,_hypernym,10665698
07313004,_hypernym,07355887
09340935,_instance_hypernym,09411430
11014833,_instance_hypernym,10453533
12025019,_member_meronym,12025220
02451912,_instance_hypernym,02451575
07436986,_derivationally_related_form,00053341
02672371,_derivationally_related_form,02651424
13593219,_hypernym,13582013
01054335,_derivationally_related_form,10523519
06617752,_hypernym,06613686
02385813,_verb_group,01710481
00067999,_derivationally_related_form,07432119
00787049,_hypernym,00786816
02748618,_hypernym,02707683
08191701,_member_meronym,08191532
08860123,_member_of_domain_region,08402944
00660971,_derivationally_related_form,05736149
00607542,_hypernym,00607775
02214972,_member_meronym,02215161
01232098,_derivationally_related_form,10303513
08398036,_derivationally_related_form,01089137
04468005,_hypernym,04019101
08503921,_instance_hypernym,08574314
07688412,_hypernym,07689003
12724201,_member_meronym,12727729
06143154,_hypernym,05999797
12671157,_member_meronym,12679712
03345115,_derivationally_related_form,02187693
07115914,_hypernym,07115684
09044862,_has_part,09148970
13151568,_hypernym,11562747
01843364,_derivationally_related_form,00311809
02475821,_member_meronym,02476870
08890097,_member_of_domain_region,01068012
10308275,_hypernym,10307234
08932568,_has_part,08933621
01105737,_derivationally_related_form,01846320
02405390,_derivationally_related_form,10742546
07969695,_member_meronym,10308275
00920778,_derivationally_related_form,00791078
04194289,_derivationally_related_form,01496978
08999482,_instance_hypernym,08698379
14049098,_hypernym,14501726
15140405,_has_part,15145171
01116585,_derivationally_related_form,07150328
06322693,_hypernym,06323612
06452363,_has_part,06453324
06728726,_synset_domain_topic_of,08441203
05324888,_has_part,05277728
00948853,_hypernym,01030132
08494231,_hypernym,08615374
00604576,_hypernym,00607114
09044862,_has_part,09137032
01672014,_hypernym,01291069
02166674,_member_meronym,02166826
00360650,_also_see,02513269
06888674,_hypernym,07248801
00445802,_derivationally_related_form,09870208
00348571,_derivationally_related_form,01901289
04620216,_has_part,04660536
08268321,_synset_domain_topic_of,06000644
02958343,_has_part,04060065
01488539,_member_meronym,01490885
08045140,_synset_domain_topic_of,00759694
01865197,_derivationally_related_form,05147940
00885217,_derivationally_related_form,05689801
06295235,_member_of_domain_usage,07334876
01104509,_hypernym,01131473
03745285,_derivationally_related_form,00262703
00081572,_hypernym,00079018
00930736,_derivationally_related_form,01701634
11856981,_member_meronym,11862598
02416964,_hypernym,02416519
02237631,_hypernym,02236124
04243142,_hypernym,03051540
05723563,_derivationally_related_form,02119874
01548193,_also_see,01226240
03918480,_hypernym,03196324
01016420,_hypernym,01014066
13582013,_derivationally_related_form,02645007
00364787,_derivationally_related_form,01943718
00671022,_hypernym,00671351
05600637,_has_part,05479314
11604698,_member_meronym,11604904
01104637,_hypernym,01094725
00069295,_hypernym,00067999
08680888,_derivationally_related_form,01931768
00831651,_derivationally_related_form,10786033
01523986,_hypernym,01522276
06034301,_hypernym,06022727
09908273,_hypernym,09614684
05800611,_hypernym,05797597
09003284,_has_part,09006205
00375071,_derivationally_related_form,00236999
13195761,_hypernym,11545714
12171750,_hypernym,11575425
12286197,_hypernym,12284262
00303056,_derivationally_related_form,00402951
07117472,_hypernym,07115914
06220616,_derivationally_related_form,10618848
08772922,_instance_hypernym,08524735
00120010,_derivationally_related_form,01966861
00285705,_hypernym,00283911
13496972,_hypernym,13473097
02025829,_derivationally_related_form,09992538
06712833,_derivationally_related_form,00824292
00366275,_hypernym,00140123
14595543,_hypernym,15088440
10776339,_derivationally_related_form,00101779
01562627,_synset_domain_topic_of,02958343
12778398,_hypernym,12778219
00978549,_derivationally_related_form,09811712
10995292,_derivationally_related_form,03067506
09821253,_hypernym,09633969
13962166,_derivationally_related_form,02619924
12260593,_member_meronym,12261808
08272352,_hypernym,08198398
02430929,_member_meronym,02431785
02652335,_member_meronym,02654890
00334186,_derivationally_related_form,00376400
06700325,_hypernym,06700169
12888733,_member_meronym,12888906
07734555,_hypernym,07710007
06808493,_hypernym,06359877
13724081,_hypernym,13717155
01270199,_derivationally_related_form,10768903
14854581,_derivationally_related_form,00074038
01949966,_hypernym,01953810
02541251,_hypernym,01525666
00164816,_hypernym,00220869
02419217,_hypernym,01864707
15279957,_hypernym,15286249
03302938,_has_part,04218564
01506157,_derivationally_related_form,00798245
11911591,_member_meronym,12020048
08811215,_has_part,08784905
01956924,_member_meronym,01957591
06498569,_member_meronym,06837357
11153200,_instance_hypernym,10650162
14257779,_hypernym,14336539
00684273,_hypernym,00683280
01928838,_derivationally_related_form,13757249
06162979,_hypernym,05726596
01950798,_also_see,01955508
06510977,_derivationally_related_form,02896789
01881957,_derivationally_related_form,10176111
01918803,_derivationally_related_form,10022645
08176077,_member_meronym,08755214
06366581,_derivationally_related_form,00135285
02855089,_derivationally_related_form,02100632
02043999,_hypernym,01504437
01639369,_hypernym,01342529
02276902,_hypernym,02274822
07331013,_hypernym,07334490
09816771,_derivationally_related_form,02470175
04766275,_hypernym,04723816
05613794,_synset_domain_topic_of,00704305
11060103,_instance_hypernym,10045713
10178216,_hypernym,10335931
00119079,_hypernym,00118733
01673732,_hypernym,01653013
03567066,_hypernym,02727825
02066950,_member_meronym,02067462
01707737,_hypernym,01706488
13266515,_synset_domain_topic_of,08199025
06595351,_hypernym,06589574
04612722,_derivationally_related_form,02291708
05400601,_hypernym,05399847
06217103,_hypernym,06212839
04887497,_hypernym,04887129
07944050,_derivationally_related_form,01646941
05534712,_hypernym,05534333
00193406,_synset_domain_topic_of,06080522
01811441,_derivationally_related_form,07511733
06734467,_hypernym,06733939
09241929,_hypernym,09258715
07644382,_has_part,07648549
12485811,_member_meronym,12485981
01165919,_synset_domain_topic_of,08441203
13561521,_derivationally_related_form,00417596
04026053,_derivationally_related_form,00475183
00131090,_hypernym,00043902
02609203,_verb_group,00348746
02307547,_derivationally_related_form,13308999
11094055,_synset_domain_topic_of,06453849
00643197,_derivationally_related_form,00704305
00397953,_derivationally_related_form,00332835
02329093,_member_meronym,02346315
05250659,_derivationally_related_form,01933900
10055566,_hypernym,09946957
02640440,_derivationally_related_form,10603528
15273955,_derivationally_related_form,00014742
07327288,_synset_domain_topic_of,06183899
10569744,_derivationally_related_form,00599472
02014646,_member_meronym,02017607
10075899,_derivationally_related_form,05751173
00863513,_hypernym,00859001
09477890,_hypernym,09335240
01778017,_derivationally_related_form,10198832
02020902,_hypernym,01507175
12845732,_hypernym,11579418
00594260,_derivationally_related_form,10253479
01803641,_derivationally_related_form,09965134
01872745,_also_see,02083615
00851933,_derivationally_related_form,00425905
04110654,_hypernym,03579982
00932088,_derivationally_related_form,00532607
02047650,_derivationally_related_form,07432973
02566227,_derivationally_related_form,10039391
08571459,_hypernym,08567877
01211888,_derivationally_related_form,00400427
12158148,_member_meronym,12161285
00464513,_derivationally_related_form,04745932
08214272,_synset_domain_topic_of,08199025
12224669,_hypernym,11567411
13344071,_hypernym,13329641
11822557,_member_meronym,11822849
01362480,_hypernym,01352574
07336214,_derivationally_related_form,00447771
08858942,_instance_hypernym,09316454
05061345,_derivationally_related_form,00438495
01013434,_derivationally_related_form,00739662
06004685,_synset_domain_topic_of,06000644
15231964,_instance_hypernym,15113229
00875141,_derivationally_related_form,06671637
03438257,_derivationally_related_form,00188580
14704465,_derivationally_related_form,00567291
11835451,_member_meronym,11835568
02192992,_hypernym,00618451
09130452,_instance_hypernym,08524735
09114696,_has_part,09478047
01017738,_derivationally_related_form,14547369
00910135,_hypernym,00907147
00359806,_hypernym,00358431
01252601,_derivationally_related_form,04694441
01593937,_derivationally_related_form,07805254
09769345,_derivationally_related_form,00989201
02992070,_derivationally_related_form,05125377
06135915,_derivationally_related_form,10012484
13885700,_derivationally_related_form,00356954
02426395,_derivationally_related_form,15267536
14860102,_hypernym,14806838
04621738,_hypernym,04652930
04555897,_hypernym,04437953
01621714,_member_meronym,01624987
01822773,_member_meronym,01823013
09044862,_has_part,09078231
01448100,_derivationally_related_form,00115667
02243351,_hypernym,01759182
06728726,_instance_hypernym,06723635
08499057,_hypernym,08630039
11911591,_member_meronym,11999455
09066799,_instance_hypernym,08524735
01549057,_hypernym,01548718
01785579,_derivationally_related_form,14066492
02338449,_hypernym,02329401
01563005,_hypernym,01557774
08860123,_member_of_domain_region,08347206
02270404,_hypernym,02238085
01223182,_derivationally_related_form,13877918
10550951,_synset_domain_topic_of,15259284
12039743,_member_meronym,12081488
02833793,_hypernym,03430551
05032193,_hypernym,04847733
00425905,_hypernym,00419644
02268351,_derivationally_related_form,00742645
08723006,_member_of_domain_region,00710338
13876371,_hypernym,13867641
00858849,_hypernym,00858188
03407369,_derivationally_related_form,01137829
02187922,_derivationally_related_form,03241335
09011151,_has_part,09011820
02049190,_derivationally_related_form,00342755
09167101,_has_part,09483129
12501745,_member_meronym,12529353
03131116,_derivationally_related_form,09751622
03018971,_instance_hypernym,04051825
12615232,_hypernym,13121544
00213186,_hypernym,00212808
01118449,_derivationally_related_form,00964569
14130166,_hypernym,14127211
08806897,_member_of_domain_region,02921325
00908672,_derivationally_related_form,04780958
02602405,_hypernym,02552171
02965300,_hypernym,04194289
11420139,_derivationally_related_form,02661769
00637259,_synset_domain_topic_of,06000644
13423615,_derivationally_related_form,02648106
01463519,_synset_domain_topic_of,06071426
02360448,_also_see,01886407
00933000,_hypernym,00932088
02531503,_member_meronym,02531625
02282365,_hypernym,02282506
01080691,_derivationally_related_form,00556313
09861059,_derivationally_related_form,01423929
00699334,_derivationally_related_form,09769929
07436352,_derivationally_related_form,00459498
01081505,_hypernym,01072262
00968211,_derivationally_related_form,00367976
03924811,_hypernym,03104594
03065685,_derivationally_related_form,14854262
00412048,_hypernym,00411792
01076359,_derivationally_related_form,00400883
14690607,_hypernym,14662574
00115036,_hypernym,00114431
02023992,_derivationally_related_form,03420559
00105778,_derivationally_related_form,00427580
02236495,_member_meronym,02240223
00799076,_derivationally_related_form,07206302
15274074,_derivationally_related_form,00779360
12819560,_hypernym,11744859
01734502,_derivationally_related_form,10521470
04683136,_derivationally_related_form,01696135
00908672,_derivationally_related_form,01793177
01610758,_member_meronym,01612803
