Assuming rdf:type as type relation
Loading files... 
  Starting DBPedia50.nt
  Finished DBPedia50.nt, still running: 0
Loaded 43490 facts in 0.30 s using -26 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 12 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  <http://bias.org/vocab/developer>  ?a  ?b  <http://bias.org/vocab/distributor>  ?a   => ?a  <http://bias.org/vocab/product>  ?b	0,012121212	0,666666667	1	2	3	2	?a
?g  <http://bias.org/vocab/product>  ?a  ?g  <http://bias.org/vocab/product>  ?b   => ?a  <http://bias.org/vocab/product>  ?b	0,03030303	0,04	1	5	125	5	?a
?g  <http://bias.org/vocab/almaMater>  ?a  ?g  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/city>  ?b	0,018987342	0,088235294	0,75	3	34	4	?a
?h  <http://bias.org/vocab/region>  ?b  ?a  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	0,333333333	1	2	6	2	?a
?h  <http://bias.org/vocab/broadcastArea>  ?b  ?a  <http://bias.org/vocab/sisterStation>  ?h   => ?a  <http://bias.org/vocab/city>  ?b	0,037974684	0,206896552	0,75	6	29	8	?a
?g  <http://bias.org/vocab/borough>  ?a  ?g  <http://bias.org/vocab/region>  ?b   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	1	1	2	2	2	?a
?g  <http://bias.org/vocab/predecessor>  ?a  ?g  <http://bias.org/vocab/region>  ?b   => ?a  <http://bias.org/vocab/region>  ?b	0,02027027	0,333333333	1	3	9	3	?a
?g  <http://bias.org/vocab/region>  ?b  ?g  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	0,285714286	1	2	7	2	?a
?g  <http://bias.org/vocab/birthPlace>  ?b  ?g  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	0,066666667	1	2	30	2	?a
?b  <http://bias.org/vocab/formerBandMember>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,028011204	0,666666667	0,666666667	10	15	15	?a
?b  <http://bias.org/vocab/formerBandMember>  ?h  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,028011204	0,666666667	0,666666667	10	15	15	?a
?g  <http://bias.org/vocab/hometown>  ?a  ?g  <http://bias.org/vocab/hometown>  ?b   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	0,012578616	0,333333333	2	159	6	?a
?g  <http://bias.org/vocab/broadcastArea>  ?b  ?g  <http://bias.org/vocab/sisterStation>  ?a   => ?a  <http://bias.org/vocab/city>  ?b	0,037974684	0,2	0,75	6	30	8	?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,039215686	1	1	14	14	14	?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,047619048	0,62962963	0,772727273	17	27	22	?a
?a  <http://bias.org/vocab/predecessor>  ?h  ?h  <http://bias.org/vocab/region>  ?b   => ?a  <http://bias.org/vocab/region>  ?b	0,02027027	0,375	1	3	8	3	?a
?h  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/predecessor>  ?h   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	0,105263158	0,666666667	2	19	3	?a
?g  <http://bias.org/vocab/instrument>  ?a  ?g  <http://bias.org/vocab/instrument>  ?b   => ?a  <http://bias.org/vocab/product>  ?b	0,012121212	0,023255814	0,5	2	86	4	?a
?g  <http://bias.org/vocab/almaMater>  ?a  ?g  <http://bias.org/vocab/birthPlace>  ?b   => ?a  <http://bias.org/vocab/city>  ?b	0,012658228	0,023529412	0,153846154	2	85	13	?a
?g  <http://bias.org/vocab/deathPlace>  ?a  ?g  <http://bias.org/vocab/deathPlace>  ?b   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	0,006825939	0,4	2	293	5	?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,011204482	0,444444444	1	4	9	4	?a
?h  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,072829132	0,742857143	1	26	35	26	?a
?h  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,072829132	0,742857143	1	26	35	26	?a
?g  <http://bias.org/vocab/birthPlace>  ?b  ?g  <http://bias.org/vocab/deathPlace>  ?a   => ?a  <http://bias.org/vocab/region>  ?b	0,013513514	0,010471204	1	2	191	2	?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,039215686	1	1	14	14	14	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,019607843	0,029166667	0,368421053	7	240	19	?a
?a  <http://bias.org/vocab/subsequentWork>  ?h  ?h  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,014005602	0,135135135	0,714285714	5	37	7	?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,011204482	0,133333333	0,8	4	30	5	?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,039215686	0,274509804	0,274509804	14	51	51	?a
?h  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,072829132	0,684210526	0,928571429	26	38	28	?a
?h  <http://bias.org/vocab/formerBandMember>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,028011204	0,263157895	0,263157895	10	38	38	?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,016806723	0,153846154	0,857142857	6	39	7	?a
?a  <http://bias.org/vocab/previousWork>  ?h  ?h  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,019607843	0,118644068	0,875	7	59	8	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,019607843	0,029166667	0,368421053	7	240	19	?a
?a  <http://bias.org/vocab/producer>  ?b  ?a  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,081232493	0,189542484	0,783783784	29	153	37	?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,072829132	0,838709677	1	26	31	26	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,028011204	0,111111111	0,111111111	10	90	90	?a
?g  <http://bias.org/vocab/subsequentWork>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,022408964	0,181818182	0,727272727	8	44	11	?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,014005602	0,138888889	0,714285714	5	36	7	?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,072829132	0,838709677	1	26	31	26	?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?g   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,028011204	0,111111111	0,111111111	10	90	90	?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,072829132	0,838709677	0,962962963	26	31	27	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,047619048	0,118055556	0,278688525	17	144	61	?a
?g  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?g   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,039215686	0,274509804	0,274509804	14	51	51	?a
?h  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,072829132	0,684210526	0,928571429	26	38	28	?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,072829132	0,838709677	0,962962963	26	31	27	?a
?a  <http://bias.org/vocab/album>  ?g  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,016806723	0,162162162	0,857142857	6	37	7	?a
?g  <http://bias.org/vocab/producer>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,019607843	0,111111111	0,875	7	63	8	?a
?a  <http://bias.org/vocab/album>  ?h  ?h  <http://bias.org/vocab/artist>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,06442577	0,958333333	1	23	24	23	?a
?g  <http://bias.org/vocab/previousWork>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,016806723	0,115384615	0,857142857	6	52	7	?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/nationality>  ?b   => ?a  <http://bias.org/vocab/deathPlace>  ?b	0,028792913	0,30952381	1	26	84	26	?a
?g  <http://bias.org/vocab/formerBandMember>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?g   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,028011204	0,263157895	0,263157895	10	38	38	?a
?g  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?g   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,028011204	0,111111111	0,111111111	10	90	90	?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/deathPlace>  ?b	0,019933555	0,222222222	0,9	18	81	20	?a
?a  <http://bias.org/vocab/isPartOf>  ?h  ?h  <http://bias.org/vocab/timeZone>  ?b   => ?a  <http://bias.org/vocab/timeZone>  ?b	0,094594595	0,823529412	0,933333333	14	17	15	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,047619048	0,118055556	0,278688525	17	144	61	?a
?a  <http://bias.org/vocab/country>  ?h  ?h  <http://bias.org/vocab/timeZone>  ?b   => ?a  <http://bias.org/vocab/timeZone>  ?b	0,047297297	0,259259259	1	7	27	7	?a
?g  <http://bias.org/vocab/isPartOf>  ?a  ?g  <http://bias.org/vocab/timeZone>  ?b   => ?a  <http://bias.org/vocab/timeZone>  ?b	0,067567568	0,555555556	0,909090909	10	18	11	?a
?g  <http://bias.org/vocab/country>  ?a  ?g  <http://bias.org/vocab/timeZone>  ?b   => ?a  <http://bias.org/vocab/timeZone>  ?b	0,013513514	0,666666667	1	2	3	2	?a
?h  <http://bias.org/vocab/producer>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,016806723	0,111111111	0,857142857	6	54	7	?a
?g  <http://bias.org/vocab/birthPlace>  ?a  ?g  <http://bias.org/vocab/birthPlace>  ?b   => ?a  <http://bias.org/vocab/region>  ?b	0,02027027	0,003307607	0,166666667	3	907	18	?a
?a  <http://bias.org/vocab/predecessor>  ?b  ?b  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/successor>  ?b	0,061538462	0,096385542	0,484848485	16	166	33	?b
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b	0,028011204	0,111111111	0,111111111	10	90	90	?a
?a  <http://bias.org/vocab/almaMater>  ?h  ?h  <http://bias.org/vocab/state>  ?b   => ?a  <http://bias.org/vocab/deathPlace>  ?b	0,015503876	0,4	1	14	35	14	?a
?a  <http://bias.org/vocab/network>  ?h  ?b  <http://bias.org/vocab/sisterStation>  ?h   => ?a  <http://bias.org/vocab/network>  ?b	0,042016807	0,263157895	0,263157895	5	19	19	?a
?h  <http://bias.org/vocab/network>  ?b  ?a  <http://bias.org/vocab/starring>  ?h   => ?a  <http://bias.org/vocab/network>  ?b	0,016806723	1	1	2	2	2	?a
?b  <http://bias.org/vocab/predecessor>  ?a  ?a  <http://bias.org/vocab/primeMinister>  ?b   => ?a  <http://bias.org/vocab/successor>  ?b	0,011538462	1	1	3	3	3	?b
?h  <http://bias.org/vocab/network>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/network>  ?b	0,016806723	0,4	0,666666667	2	5	3	?a
?a  <http://bias.org/vocab/network>  ?h  ?h  <http://bias.org/vocab/sisterStation>  ?b   => ?a  <http://bias.org/vocab/network>  ?b	0,042016807	0,192307692	0,192307692	5	26	26	?a
?g  <http://bias.org/vocab/network>  ?b  ?g  <http://bias.org/vocab/related>  ?a   => ?a  <http://bias.org/vocab/network>  ?b	0,016806723	1	1	2	2	2	?a
?g  <http://bias.org/vocab/family>  ?b  ?g  <http://bias.org/vocab/genus>  ?a   => ?a  <http://bias.org/vocab/family>  ?b	0,016317016	0,875	1	7	8	7	?a
?h  <http://bias.org/vocab/family>  ?b  ?a  <http://bias.org/vocab/genus>  ?h   => ?a  <http://bias.org/vocab/family>  ?b	0,058275058	1	1	25	25	25	?a
?g  <http://bias.org/vocab/network>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/network>  ?b	0,016806723	0,5	0,666666667	2	4	3	?a
?b  <http://bias.org/vocab/predecessor>  ?a  ?b  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/successor>  ?b	0,061538462	0,842105263	1	16	19	16	?b
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,075	0,222222222	1	18	81	18	?a
?a  <http://bias.org/vocab/deathPlace>  ?b  ?a  <http://bias.org/vocab/residence>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,025	0,15	1	6	40	6	?a
?h  <http://bias.org/vocab/network>  ?b  ?a  <http://bias.org/vocab/related>  ?h   => ?a  <http://bias.org/vocab/network>  ?b	0,016806723	0,285714286	1	2	7	2	?a
?h  <http://bias.org/vocab/family>  ?b  ?a  <http://bias.org/vocab/family>  ?h   => ?a  <http://bias.org/vocab/family>  ?b	0,027972028	0,279069767	0,279069767	12	43	43	?a
?a  <http://bias.org/vocab/birthPlace>  ?b  ?a  <http://bias.org/vocab/deathPlace>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,108333333	0,089965398	0,928571429	26	289	28	?a
?a  <http://bias.org/vocab/almaMater>  ?h  ?h  <http://bias.org/vocab/country>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,0125	0,333333333	1	3	9	3	?a
?g  <http://bias.org/vocab/country>  ?b  ?g  <http://bias.org/vocab/starring>  ?a   => ?a  <http://bias.org/vocab/nationality>  ?b	0,0125	0,1	1	3	30	3	?a
?a  <http://bias.org/vocab/birthPlace>  ?h  ?h  <http://bias.org/vocab/country>  ?b   => ?a  <http://bias.org/vocab/nationality>  ?b	0,016666667	0,034482759	0,571428571	4	116	7	?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,013933548	0,088435374	0,1	13	147	130	?a
?g  <http://bias.org/vocab/network>  ?b  ?g  <http://bias.org/vocab/starring>  ?a   => ?a  <http://bias.org/vocab/network>  ?b	0,016806723	0,090909091	1	2	22	2	?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,013933548	0,088435374	0,1	13	147	130	?a
?h  <http://bias.org/vocab/country>  ?b  ?a  <http://bias.org/vocab/deathPlace>  ?h   => ?a  <http://bias.org/vocab/deathPlace>  ?b	0,018826135	0,653846154	0,653846154	17	26	26	?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,054662379	0,094444444	0,125	51	540	408	?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,054662379	0,094444444	0,125	51	540	408	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,054662379	0,094444444	0,125	51	540	408	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,013933548	0,12037037	0,317073171	13	108	41	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,019292605	0,45	0,45	18	40	40	?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,019292605	0,45	0,45	18	40	40	?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,013933548	0,12037037	0,317073171	13	108	41	?a
?g  <http://bias.org/vocab/family>  ?a  ?g  <http://bias.org/vocab/family>  ?b   => ?a  <http://bias.org/vocab/family>  ?b	0,023310023	0,07518797	0,588235294	10	133	17	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,025723473	0,510638298	0,510638298	24	47	47	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,022508039	0,172131148	0,525	21	122	40	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,015005359	0,12962963	0,358974359	14	108	39	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,022508039	0,172131148	0,525	21	122	40	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,015005359	0,12962963	0,358974359	14	108	39	?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,025723473	0,510638298	0,510638298	24	47	47	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,015005359	0,114754098	0,368421053	14	122	38	?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,015005359	0,114754098	0,368421053	14	122	38	?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,093247588	0,161111111	0,161111111	87	540	540	?a
?a  <http://bias.org/vocab/associatedBand>  ?g  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,025723473	0,146341463	0,146341463	24	164	164	?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,093247588	0,161111111	0,161111111	87	540	540	?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?g  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,022508039	0,538461538	0,636363636	21	39	33	?a
?a  <http://bias.org/vocab/associatedBand>  ?g  ?g  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,019292605	0,12244898	0,12244898	18	147	147	?a
?g  <http://bias.org/vocab/associatedBand>  ?b  ?g  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,022508039	0,538461538	0,636363636	21	39	33	?a
?g  <http://bias.org/vocab/associatedBand>  ?b  ?g  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,015005359	0,466666667	0,482758621	14	30	29	?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/writer>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,011789925	0,103773585	0,34375	11	106	32	?a
?h  <http://bias.org/vocab/successor>  ?a  ?b  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b	0,011538462	0,056603774	0,111111111	3	53	27	?b
?a  <http://bias.org/vocab/ground>  ?h  ?b  <http://bias.org/vocab/homeStadium>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b	0,015384615	0,05	0,25	4	80	16	?b
?a  <http://bias.org/vocab/homeStadium>  ?h  ?b  <http://bias.org/vocab/homeStadium>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b	0,015384615	0,05	0,25	4	80	16	?b
?b  <http://bias.org/vocab/ground>  ?h  ?a  <http://bias.org/vocab/homeStadium>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b	0,015384615	0,05	0,25	4	80	16	?b
?a  <http://bias.org/vocab/associatedBand>  ?g  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,093247588	0,161111111	0,161111111	87	540	540	?a
?a  <http://bias.org/vocab/ground>  ?h  ?b  <http://bias.org/vocab/ground>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b	0,015384615	0,011142061	0,25	4	359	16	?b
?h  <http://bias.org/vocab/ground>  ?b  ?a  <http://bias.org/vocab/predecessor>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b	0,02739726	1	1	4	4	4	?a
?h  <http://bias.org/vocab/homeStadium>  ?b  ?a  <http://bias.org/vocab/predecessor>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b	0,02739726	1	1	4	4	4	?a
?h  <http://bias.org/vocab/homeStadium>  ?b  ?a  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/ground>  ?b	0,02739726	1	1	4	4	4	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,025723473	0,146341463	0,146341463	24	164	164	?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,019292605	0,12244898	0,12244898	18	147	147	?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,054662379	0,094444444	0,125	51	540	408	?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b	0,079314041	0,064180399	0,160520607	74	1153	461	?a
?g  <http://bias.org/vocab/ground>  ?b  ?g  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b	0,02739726	1	1	4	4	4	?a
?g  <http://bias.org/vocab/ground>  ?b  ?g  <http://bias.org/vocab/predecessor>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b	0,02739726	1	1	4	4	4	?a
?g  <http://bias.org/vocab/homeStadium>  ?b  ?g  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b	0,02739726	1	1	4	4	4	?a
?g  <http://bias.org/vocab/homeStadium>  ?b  ?g  <http://bias.org/vocab/predecessor>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b	0,02739726	1	1	4	4	4	?a
?g  <http://bias.org/vocab/birthPlace>  ?b  ?g  <http://bias.org/vocab/managerClub>  ?a   => ?a  <http://bias.org/vocab/ground>  ?b	0,020547945	0,0375	0,272727273	3	80	11	?a
?b  <http://bias.org/vocab/formerBandMember>  ?a  ?a  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b	0,060240964	0,208333333	1	10	48	10	?a
?g  <http://bias.org/vocab/country>  ?b  ?a  <http://bias.org/vocab/ground>  ?g   => ?a  <http://bias.org/vocab/ground>  ?b	0,020547945	0,6	0,6	3	5	5	?a
?a  <http://bias.org/vocab/ground>  ?g  ?g  <http://bias.org/vocab/isPartOf>  ?b   => ?a  <http://bias.org/vocab/ground>  ?b	0,020547945	0,333333333	0,333333333	3	9	9	?a
