relation,option,tailEntities,tailEntitiesForOption,optionRepresented
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mndw,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n5hw,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n5d1,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0zgfm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0nm42,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mq17,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0t_hx,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0114m0,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mkdm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0vg8x,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mvn6,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mwzv,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0typ5,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0wp9b,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qlrh,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0p07_,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mw89,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0l2l3,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0fw2f,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0sg4x,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0ftxw,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0m2mk,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0cv13,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0fxyd,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0drs7,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0_lr1,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mk59,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0sq2v,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0dwh5,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0f4y3,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n5bk,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0sbbq,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0kq1l,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n1xp,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0zchj,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0r3tq,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0sg6b,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qt85,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mw5x,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0136jw,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0nh1v,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mk7z,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0q48z,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rt80,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0s6jm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0ttxp,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0xpq9,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0_nh2,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0jryt,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mp3l,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0z1vw,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0nm9y,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0t_3w,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/02d6c,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qymv,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0flbm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0ns_4,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0bjy7,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n_ps,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mmr1,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rrwt,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n5j7,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n5jm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0t0n5,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n5xb,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n2m7,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0t6hk,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0l_n1,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/010tkc,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0ght2,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rql_,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mwm6,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rwgm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/010m55,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n1v8,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0ncj8,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/084kf,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0t_71,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0104lr,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0k3ll,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0fpn8,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0f6_4,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0jrtv,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/01m9f1,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/013m43,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0ms1n,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mymy,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/058cm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0jbrr,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0r111,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0l2jb,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0jclr,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mwds,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0ngy8,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0q8sw,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0v1xg,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0k3gj,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0p9nv,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0ndh6,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0msck,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rqyx,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qtz9,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rxyk,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0fvyz,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0nm6z,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rkkv,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mlm_,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0fplv,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0njdm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n5kc,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/013dy7,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mny8,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mxhc,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0l2vz,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qf5p,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0j_1v,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0fxkr,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0r2dp,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n5gb,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/013d7t,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0vp5f,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0y62n,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/025rst1,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0dzs0,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rw2x,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0jgld,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n228,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0nh0f,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0myfz,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0l339,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0z20d,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mxbq,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0tz14,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0f2sq,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mw93,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0lpk3,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0yshw,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0rsjf,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0d9z_y,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qpsn,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0_kfv,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/010bnr,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mkqr,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0jcky,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0sn4f,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0l2rj,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0k3g3,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mw7h,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0zrlp,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0r0ls,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0k3j0,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0tzls,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0zlgm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0xszy,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0hptm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0jfqp,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0xtz9,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0nh57,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/02j3w,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0nlqq,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0r1yc,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mvsg,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0xc9x,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0sv6n,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0yfvf,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0x1y7,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/013mj_,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0nm6k,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qcrj,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/02h98sm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/021gt5,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n6c_,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0tz41,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0sjqm,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qyzb,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mpfn,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0z1l8,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0zz6w,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mkk3,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0mtl5,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0n474,1,1,1.0
http://bias.org/vocab/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,http://bias.org/entity/m/0qxhc,1,1,1.0
