relation,tail,filteredTripleCount,tripleCount,representation
http://bias.org/vocab/architecture/structure/architect,http://bias.org/entity/m/0dx97,1,1,1.0
http://bias.org/vocab/architecture/structure/construction_cost./measurement_unit/money_value/currency,http://bias.org/entity/m/09nqf,1,1,1.0
http://bias.org/vocab/architecture/structure/owner./architecture/ownership/owner,http://bias.org/entity/m/02sjgpq,1,1,1.0
http://bias.org/vocab/aviation/aircraft_manufacturer/aircraft_models_made,http://bias.org/entity/m/01gt7,1,1,1.0
http://bias.org/vocab/aviation/aircraft_type/aircraft_of_this_type,http://bias.org/entity/m/01gt7,1,1,1.0
http://bias.org/vocab/aviation/airliner_accident/flight_destination,http://bias.org/entity/m/0p1l2,1,1,1.0
http://bias.org/vocab/award/hall_of_fame_inductee/hall_of_fame_inductions./award/hall_of_fame_induction/category,http://bias.org/entity/m/03k3r,1,1,1.0
http://bias.org/vocab/base/collectives/collective/members./base/collectives/collective_membership/member,http://bias.org/entity/m/01vrlr4,1,1,1.0
http://bias.org/vocab/base/collectives/collective_member/member_of./base/collectives/collective_membership/collective,http://bias.org/entity/m/01vrlqd,1,1,1.0
http://bias.org/vocab/base/crime/convicted_criminal/convictions./base/crime/criminal_conviction/sentence_type,http://bias.org/entity/m/01s5q,1,1,1.0
http://bias.org/vocab/base/disaster2/tactic/attacks_of_this_form./base/disaster2/attack_process/attack_event,http://bias.org/entity/m/0ft0s,1,1,1.0
http://bias.org/vocab/base/ecology/ecosystem/ecosystem_members,http://bias.org/entity/m/042g2h,1,1,1.0
http://bias.org/vocab/base/ecology/food_web_member/belongs_to_ecosystem_s,http://bias.org/entity/m/042g2h,1,1,1.0
http://bias.org/vocab/base/endorsements/endorsing_newspaper/endorsements./base/endorsements/newspaper_endorsement/election,http://bias.org/entity/m/024jvz,1,1,1.0
http://bias.org/vocab/base/fashionmodels/hair_color/fashion_models_with_this_hair_color,http://bias.org/entity/m/01pctb,1,1,1.0
http://bias.org/vocab/base/folklore/mythical_creature/mythology,http://bias.org/entity/m/026_51,1,1,1.0
http://bias.org/vocab/base/folklore/mythology/mythical_creatures,http://bias.org/entity/m/07yjb,1,1,1.0
http://bias.org/vocab/base/infrastructure/power_plant_type/power_station,http://bias.org/entity/m/05fly,1,1,1.0
http://bias.org/vocab/base/infrastructure/power_station/fuel_type,http://bias.org/entity/m/03j5zb,1,1,1.0
http://bias.org/vocab/base/patronage/client/related_patron./base/patronage/patron_client_relationship/patron,http://bias.org/entity/m/0gs7x,1,1,1.0
http://bias.org/vocab/base/patronage/patron/related_client./base/patronage/patron_client_relationship/client,http://bias.org/entity/m/07ym0,1,1,1.0
http://bias.org/vocab/base/petbreeds/dog_breed/color,http://bias.org/entity/m/0276krm,1,1,1.0
http://bias.org/vocab/base/petbreeds/dog_coat_color/dog_breeds,http://bias.org/entity/m/01k3tq,1,1,1.0
http://bias.org/vocab/base/rugby/rugby_player/type_of_rugby,http://bias.org/entity/m/06f3l,1,1,1.0
http://bias.org/vocab/base/schemastaging/fish/found_in,http://bias.org/entity/m/04kcn,1,1,1.0
http://bias.org/vocab/base/thoroughbredracing/thoroughbred_racehorse/color,http://bias.org/entity/m/03pcnt,1,1,1.0
http://bias.org/vocab/base/thoroughbredracing/thoroughbred_racehorse/country,http://bias.org/entity/m/0d060g,1,1,1.0
http://bias.org/vocab/base/thoroughbredracing/thoroughbred_racehorse/sex,http://bias.org/entity/m/0c0ygc,1,1,1.0
http://bias.org/vocab/base/thoroughbredracing/thoroughbred_racehorse_color/horses_of_this_color,http://bias.org/entity/m/0hsph,1,1,1.0
http://bias.org/vocab/base/thoroughbredracing/thoroughbred_racehorse_origin/horses_from_this_location,http://bias.org/entity/m/0hsph,1,1,1.0
http://bias.org/vocab/base/usnationalparks/us_national_park/state,http://bias.org/entity/m/0846v,1,1,1.0
http://bias.org/vocab/biology/animal_breed/registered_with./biology/breed_registration/breed_group,http://bias.org/entity/m/0265rtm,1,1,1.0
http://bias.org/vocab/biology/organism/organism_type,http://bias.org/entity/m/03k3r,1,1,1.0
http://bias.org/vocab/biology/organism_classification/organisms_of_this_type,http://bias.org/entity/m/030wsj,1,1,1.0
http://bias.org/vocab/book/author/series_written_or_contributed_to,http://bias.org/entity/m/03kvj3,1,1,1.0
http://bias.org/vocab/book/literary_series/author_s,http://bias.org/entity/m/04093,1,1,1.0
http://bias.org/vocab/book/newspaper/headquarters./location/mailing_address/state_province_region,http://bias.org/entity/m/059rby,1,1,1.0
http://bias.org/vocab/book/newspaper/owner,http://bias.org/entity/m/07l1c,1,1,1.0
http://bias.org/vocab/book/newspaper_owner/newspapers_owned,http://bias.org/entity/m/07k2d,1,1,1.0
http://bias.org/vocab/book/periodical/publisher./book/periodical_publisher_period/publisher,http://bias.org/entity/m/07l1c,1,1,1.0
http://bias.org/vocab/book/periodical_format/periodicals_in_this_format./book/periodical_format_period/periodical,http://bias.org/entity/m/07k2d,1,1,1.0
http://bias.org/vocab/book/periodical_publisher/periodicals_published./book/periodical_publisher_period/periodical,http://bias.org/entity/m/07k2d,1,1,1.0
http://bias.org/vocab/comic_books/comic_book_character/regular_featured_appearances,http://bias.org/entity/m/0k2dm,1,1,1.0
http://bias.org/vocab/comic_books/comic_book_creator/series_created,http://bias.org/entity/m/0k2dm,1,1,1.0
http://bias.org/vocab/comic_books/comic_book_series/created_by,http://bias.org/entity/m/013km,1,1,1.0
http://bias.org/vocab/common/resource/annotations./common/webpage/category,http://bias.org/entity/m/08mbj32,1,1,1.0
http://bias.org/vocab/common/webpage/topic,http://bias.org/entity/m/0k8z,1,1,1.0
http://bias.org/vocab/computer/computer/compatible_oses./computer/os_compatibility/operating_system,http://bias.org/entity/m/04pm6,1,1,1.0
http://bias.org/vocab/computer/programming_language/dialects,http://bias.org/entity/m/0jgqg,1,1,1.0
http://bias.org/vocab/computer/programming_language/language_designers,http://bias.org/entity/m/04sv4,1,1,1.0
http://bias.org/vocab/computer/programming_language/parent_language,http://bias.org/entity/m/01t6b,1,1,1.0
http://bias.org/vocab/computer/programming_language_designer/languages_designed,http://bias.org/entity/m/07657k,1,1,1.0
http://bias.org/vocab/cvg/computer_videogame/game_series,http://bias.org/entity/m/08b26_,1,1,1.0
http://bias.org/vocab/cvg/game_character/games./cvg/game_performance/voice_actor,http://bias.org/entity/m/075npt,1,1,1.0
http://bias.org/vocab/cvg/game_series/games_in_series,http://bias.org/entity/m/02q8x4x,1,1,1.0
http://bias.org/vocab/cvg/game_voice_actor/computer_game_voice_performances./cvg/game_performance/character,http://bias.org/entity/m/015dxd,1,1,1.0
http://bias.org/vocab/cvg/game_voice_actor/computer_game_voice_performances./cvg/game_performance/game,http://bias.org/entity/m/06506j,1,1,1.0
http://bias.org/vocab/education/school/school_district,http://bias.org/entity/m/038csl,1,1,1.0
http://bias.org/vocab/education/school_district/locations_served,http://bias.org/entity/m/030qb3t,1,1,1.0
http://bias.org/vocab/education/school_district/schools,http://bias.org/entity/m/06xpp7,1,1,1.0
http://bias.org/vocab/exhibitions/exhibition_venue/exhibitions_at_this_venue./exhibitions/exhibition_run/sponsor,http://bias.org/entity/m/0697s,1,1,1.0
http://bias.org/vocab/fictional_universe/character_rank/characters_of_this_rank,http://bias.org/entity/m/0hnws,1,1,1.0
http://bias.org/vocab/fictional_universe/fictional_character/children,http://bias.org/entity/m/05h4fjx,1,1,1.0
http://bias.org/vocab/fictional_universe/fictional_character/parents,http://bias.org/entity/m/0d_wr7,1,1,1.0
http://bias.org/vocab/fictional_universe/fictional_character/place_of_birth,http://bias.org/entity/m/04n3l,1,1,1.0
http://bias.org/vocab/fictional_universe/fictional_character/rank,http://bias.org/entity/m/0dq_5,1,1,1.0
http://bias.org/vocab/fictional_universe/fictional_setting/fictional_characters_born_here,http://bias.org/entity/m/0hnws,1,1,1.0
http://bias.org/vocab/film/film_featured_song/performed_by,http://bias.org/entity/m/0kftt,1,1,1.0
http://bias.org/vocab/food/dish/ingredients,http://bias.org/entity/m/06x4c,1,1,1.0
http://bias.org/vocab/food/ingredient/dishes,http://bias.org/entity/m/0cxn2,1,1,1.0
http://bias.org/vocab/games/game_genre/boardgames,http://bias.org/entity/m/01lb5,1,1,1.0
http://bias.org/vocab/geography/lake/lake_type,http://bias.org/entity/m/06by7v,1,1,1.0
http://bias.org/vocab/geography/lake_type/lakes_of_this_type,http://bias.org/entity/m/04kdn,1,1,1.0
http://bias.org/vocab/government/election/office,http://bias.org/entity/m/060d2,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./ice_hockey/hockey_roster_position/position,http://bias.org/entity/m/02qvl7,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./sports/sports_team_roster/position,http://bias.org/entity/m/02qvl7,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/current_team./sports/sports_team_roster/team,http://bias.org/entity/m/0jnng,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_player/hockey_position,http://bias.org/entity/m/02qvl7,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_position/players,http://bias.org/entity/m/02y8bn,1,1,1.0
http://bias.org/vocab/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/player,http://bias.org/entity/m/01x2_q,1,1,1.0
http://bias.org/vocab/law/court/judges./law/judicial_tenure/judge,http://bias.org/entity/m/083pr,1,1,1.0
http://bias.org/vocab/law/judge/courts./law/judicial_tenure/court,http://bias.org/entity/m/07sz1,1,1,1.0
http://bias.org/vocab/martial_arts/martial_artist/martial_art,http://bias.org/entity/m/03_8r,1,1,1.0
http://bias.org/vocab/medicine/drug/drug_class,http://bias.org/entity/m/025tkqy,1,1,1.0
http://bias.org/vocab/medicine/drug_class/drugs,http://bias.org/entity/m/025tkqy,1,1,1.0
http://bias.org/vocab/medicine/medical_treatment/side_effects,http://bias.org/entity/m/01j6t0,1,1,1.0
http://bias.org/vocab/medicine/symptom/side_effect_of,http://bias.org/entity/m/025s7j4,1,1,1.0
http://bias.org/vocab/metropolitan_transit/transit_line/service_type,http://bias.org/entity/m/0195fx,1,1,1.0
http://bias.org/vocab/metropolitan_transit/transit_service_type/transit_lines,http://bias.org/entity/m/0m_sb,1,1,1.0
http://bias.org/vocab/metropolitan_transit/transit_system/area_served,http://bias.org/entity/m/09c7w0,1,1,1.0
http://bias.org/vocab/music/album_release_type/albums,http://bias.org/entity/m/01q2nx,1,1,1.0
http://bias.org/vocab/music/concert_tour/artist,http://bias.org/entity/m/0cbm64,1,1,1.0
http://bias.org/vocab/music/conducted_ensemble/conductors./music/conducting_tenure/conductor,http://bias.org/entity/m/02r38,1,1,1.0
http://bias.org/vocab/music/conductor/groups./music/conducting_tenure/ensemble,http://bias.org/entity/m/014hr0,1,1,1.0
http://bias.org/vocab/people/appointee/position./people/appointment/appointed_by,http://bias.org/entity/m/07t31,1,1,1.0
http://bias.org/vocab/protected_sites/governing_body_of_protected_sites/protected_sites_governed,http://bias.org/entity/m/0cc65,1,1,1.0
http://bias.org/vocab/protected_sites/iucn_category/protected_areas,http://bias.org/entity/m/0cc65,1,1,1.0
http://bias.org/vocab/protected_sites/protected_site/iucn_category,http://bias.org/entity/m/05gz5,1,1,1.0
http://bias.org/vocab/religion/religion/places_of_worship,http://bias.org/entity/m/058wp,1,1,1.0
http://bias.org/vocab/religion/religious_leader/religious_leadership./religion/religious_organization_leadership/organization,http://bias.org/entity/m/02vxy_,1,1,1.0
http://bias.org/vocab/religion/religious_organization/leaders./religion/religious_organization_leadership/leader,http://bias.org/entity/m/07kb5,1,1,1.0
http://bias.org/vocab/royalty/noble_title/noble_rank,http://bias.org/entity/m/0fy_j,1,1,1.0
http://bias.org/vocab/royalty/noble_title/used_in./royalty/system_title_relationship/system,http://bias.org/entity/m/03gk2,1,1,1.0
http://bias.org/vocab/royalty/system_of_nobility/titles./royalty/system_title_relationship/title,http://bias.org/entity/m/0df9z,1,1,1.0
http://bias.org/vocab/spaceflight/space_agency/astronauts,http://bias.org/entity/m/0hfml,1,1,1.0
http://bias.org/vocab/sports/multi_event_tournament/sports,http://bias.org/entity/m/0bynt,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_roster_position/position,http://bias.org/entity/m/06b1q,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./american_football/football_roster_position/team,http://bias.org/entity/m/05g3b,1,1,1.0
http://bias.org/vocab/sports/pro_athlete/teams./ice_hockey/hockey_roster_position/position,http://bias.org/entity/m/02qvl7,1,1,1.0
http://bias.org/vocab/sports/sport/related_equipment,http://bias.org/entity/m/034qg,1,1,1.0
http://bias.org/vocab/sports/sports_facility/teams,http://bias.org/entity/m/03j79x,1,1,1.0
http://bias.org/vocab/sports/sports_position/players./baseball/baseball_roster_position/player,http://bias.org/entity/m/01g0jn,1,1,1.0
http://bias.org/vocab/sports/sports_position/players./ice_hockey/hockey_roster_position/player,http://bias.org/entity/m/02y8bn,1,1,1.0
http://bias.org/vocab/sports/sports_team/arena_stadium,http://bias.org/entity/m/0d6nx,1,1,1.0
http://bias.org/vocab/sports/sports_team/roster./american_football/football_roster_position/player,http://bias.org/entity/m/01xyt7,1,1,1.0
http://bias.org/vocab/sports/sports_team/roster./ice_hockey/hockey_roster_position/player,http://bias.org/entity/m/02y8bn,1,1,1.0
http://bias.org/vocab/theater/play/country_of_origin,http://bias.org/entity/m/02jx1,1,1,1.0
http://bias.org/vocab/theater/play/lyricist,http://bias.org/entity/m/081k8,1,1,1.0
http://bias.org/vocab/theater/theatrical_lyricist/play_lyrics_written,http://bias.org/entity/m/06fsr,1,1,1.0
http://bias.org/vocab/transportation/road/end1./transportation/road_starting_point/location,http://bias.org/entity/m/01_d4,1,1,1.0
http://bias.org/vocab/travel/travel_destination/local_transportation,http://bias.org/entity/m/01bjv,1,1,1.0
http://bias.org/vocab/tv/tv_program_guest/appeared_on./tv/tv_guest_personal_appearance/episode,http://bias.org/entity/m/047mtnd,1,1,1.0
http://bias.org/vocab/tv/tv_series_episode/guest_personal_appearances./tv/tv_guest_personal_appearance/person,http://bias.org/entity/m/06g4_,1,1,1.0
http://bias.org/vocab/user/robert/us_congress/us_representative/committee_memberships,http://bias.org/entity/m/05jfx9,1,1,1.0
http://bias.org/vocab/user/tfmorris/default_domain/document/signatories,http://bias.org/entity/m/019fz,1,1,1.0
http://bias.org/vocab/user/tsegaran/computer/algorithm/family,http://bias.org/entity/m/0382k,1,1,1.0
http://bias.org/vocab/user/tsegaran/computer/algorithm_family/algorithm,http://bias.org/entity/m/0382k,1,1,1.0
http://bias.org/vocab/visual_art/artwork/art_form,http://bias.org/entity/m/05wkw,1,1,1.0
http://bias.org/vocab/visual_art/artwork/art_genre,http://bias.org/entity/m/01dv4h,1,1,1.0
http://bias.org/vocab/visual_art/artwork/art_subject,http://bias.org/entity/m/01ky2h,1,1,1.0
http://bias.org/vocab/visual_art/visual_art_form/artworks,http://bias.org/entity/m/0461wt,1,1,1.0
http://bias.org/vocab/visual_art/visual_art_genre/artworks,http://bias.org/entity/m/0461wt,1,1,1.0
