Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?g  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?a  ?g  <http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/basic_title>  ?b   => ?a  <http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/basic_title>  ?b,0.014705882,0.166666667,0.4,2,12,5,?a
?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b  ?b  <http://bias.org/vocab/film/director/film>  ?a   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.031890661,0.05,0.274509804,14,280,51,?a
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?b  <http://bias.org/vocab/film/director/film>  ?a   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.045558087,0.044247788,0.240963855,20,452,83,?a
?g  <http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/basic_title>  ?b  ?g  <http://bias.org/vocab/influence/influence_node/influenced_by>  ?a   => ?a  <http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/basic_title>  ?b,0.029411765,0.097560976,0.307692308,4,41,13,?a
?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.018223235,0.030418251,0.195121951,8,263,41,?a
?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a  ?b  <http://bias.org/vocab/film/director/film>  ?a   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.027334852,0.096774194,0.444444444,12,124,27,?a
?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a  ?a  <http://bias.org/vocab/film/film/executive_produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.018223235,0.101265823,0.363636364,8,79,22,?a
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?a  <http://bias.org/vocab/film/film/executive_produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.013667426,0.071428571,0.25,6,84,24,?a
?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/film/film/executive_produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.011389522,0.11627907,0.3125,5,43,16,?a
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.091116173,0.102040816,0.425531915,40,392,94,?a
?a  <http://bias.org/vocab/film/film/executive_produced_by>  ?b  ?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.018223235,0.163265306,0.444444444,8,49,18,?a
?b  <http://bias.org/vocab/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office>  ?h  ?a  <http://bias.org/vocab/people/person/nationality>  ?h   => ?a  <http://bias.org/vocab/government/politician/government_positions_held./government/government_position_held/basic_title>  ?b,0.647058824,0.00333081,0.212048193,88,26420,415,?a
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?a  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.034168565,0.029821074,0.172413793,15,503,87,?a
?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a  ?a  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.013667426,0.040816327,0.1875,6,147,32,?a
?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a  ?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.0523918,0.156462585,0.56097561,23,147,41,?a
?b  <http://bias.org/vocab/film/director/film>  ?h  ?h  <http://bias.org/vocab/film/film/prequel>  ?a   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.011389522,0.056179775,0.138888889,5,89,36,?a
?b  <http://bias.org/vocab/film/director/film>  ?h  ?a  <http://bias.org/vocab/film/film/prequel>  ?h   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.027334852,0.126315789,0.292682927,12,95,41,?a
?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.059225513,0.110169492,0.472727273,26,236,55,?a
?b  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?h  ?a  <http://bias.org/vocab/film/film/story_by>  ?h   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.093394077,0.111413043,0.111413043,41,368,368,?a
?a  <http://bias.org/vocab/film/film/story_by>  ?h  ?b  <http://bias.org/vocab/influence/influence_node/peers./influence/peer_relationship/peers>  ?h   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.018223235,0.170212766,0.170212766,8,47,47,?a
?a  <http://bias.org/vocab/film/film/story_by>  ?h  ?b  <http://bias.org/vocab/people/person/sibling_s./people/sibling_relationship/sibling>  ?h   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.013667426,0.5,0.5,6,12,12,?a
?a  <http://bias.org/vocab/film/film/story_by>  ?h  ?h  <http://bias.org/vocab/influence/influence_node/peers./influence/peer_relationship/peers>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.018223235,0.177777778,0.177777778,8,45,45,?a
?a  <http://bias.org/vocab/film/film/story_by>  ?h  ?h  <http://bias.org/vocab/people/person/sibling_s./people/sibling_relationship/sibling>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.013667426,0.375,0.375,6,16,16,?a
?a  <http://bias.org/vocab/film/film/prequel>  ?h  ?h  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.013667426,0.044444444,0.133333333,6,135,45,?a
?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?h  ?h  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.036446469,0.210526316,0.666666667,16,76,24,?a
?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?h  ?h  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.034168565,0.076530612,0.333333333,15,196,45,?a
?a  <http://bias.org/vocab/film/film/prequel>  ?h  ?h  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.15261959,0.656862745,0.807228916,67,102,83,?a
?a  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?h  ?h  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.091116173,0.327868852,0.64516129,40,122,62,?a
?g  <http://bias.org/vocab/film/film/prequel>  ?a  ?g  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.011389522,0.034482759,0.11627907,5,145,43,?a
?a  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?h  ?h  <http://bias.org/vocab/film/film/executive_produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.01594533,0.036082474,0.14893617,7,194,47,?a
?a  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?h  ?h  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.066059226,0.108614232,0.3625,29,267,80,?a
?g  <http://bias.org/vocab/film/film/prequel>  ?a  ?g  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.15261959,0.632075472,0.893333333,67,106,75,?a
?h  <http://bias.org/vocab/film/film/executive_produced_by>  ?b  ?a  <http://bias.org/vocab/film/film/prequel>  ?h   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.022779043,0.081967213,0.166666667,10,122,60,?a
?g  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?a  ?g  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.036446469,0.216216216,0.666666667,16,74,24,?a
?g  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?a  ?g  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.091116173,0.330578512,0.606060606,40,121,66,?a
?g  <http://bias.org/vocab/film/film/prequel>  ?a  ?g  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.029612756,0.142857143,0.325,13,91,40,?a
?g  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?a  ?g  <http://bias.org/vocab/film/film/edited_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.011389522,0.076923077,0.178571429,5,65,28,?a
?g  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?a  ?g  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.034168565,0.078125,0.326086957,15,192,46,?a
?g  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?a  ?g  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.06833713,0.111524164,0.32967033,30,269,91,?a
?h  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/film/film/story_by>  ?h   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.093394077,0.112637363,0.112637363,41,364,364,?a
?a  <http://bias.org/vocab/film/film/prequel>  ?h  ?h  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.066059226,0.271028037,0.547169811,29,107,53,?a
?a  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?h  ?h  <http://bias.org/vocab/film/film/edited_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.011389522,0.072463768,0.178571429,5,69,28,?a
?g  <http://bias.org/vocab/film/film/executive_produced_by>  ?b  ?g  <http://bias.org/vocab/film/film/prequel>  ?a   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.022779043,0.081967213,0.222222222,10,122,45,?a
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?a  <http://bias.org/vocab/tv/tv_program/program_creator>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.013815789,0.538461538,0.7,42,78,60,?b
?g  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?a  ?g  <http://bias.org/vocab/film/film/executive_produced_by>  ?b   => ?a  <http://bias.org/vocab/film/film/story_by>  ?b,0.013667426,0.032608696,0.133333333,6,184,45,?a
?a  <http://bias.org/vocab/government/governmental_body/members./government/government_position_held/legislative_sessions>  ?h  ?b  <http://bias.org/vocab/government/legislative_session/members./government/government_position_held/legislative_sessions>  ?h   => ?a  <http://bias.org/vocab/government/governmental_body/members./government/government_position_held/legislative_sessions>  ?b,0.983471074,0.9296875,0.9296875,119,128,128,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?a  <http://bias.org/vocab/film/film/story_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.011513158,0.5,0.614035088,35,70,57,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?b  <http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.030592105,0.611842105,0.762295082,93,152,122,?b
?a  <http://bias.org/vocab/government/governmental_body/members./government/government_position_held/legislative_sessions>  ?g  ?g  <http://bias.org/vocab/government/legislative_session/members./government/government_position_held/legislative_sessions>  ?b   => ?a  <http://bias.org/vocab/government/governmental_body/members./government/government_position_held/legislative_sessions>  ?b,0.983471074,0.92248062,0.92248062,119,129,129,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.061184211,0.474489796,0.548672566,186,392,339,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?b  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.040131579,0.502057613,0.681564246,122,243,179,?b
?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a  ?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.016776316,0.346938776,0.476635514,51,147,107,?b
?a  <http://bias.org/vocab/film/film/produced_by>  ?b  ?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.021710526,0.336734694,0.434210526,66,196,152,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?b  <http://bias.org/vocab/film/director/film>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.070394737,0.473451327,0.537688442,214,452,398,?b
?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a  ?b  <http://bias.org/vocab/film/director/film>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.0125,0.306451613,0.417582418,38,124,91,?b
?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a  ?a  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.015789474,0.326530612,0.41025641,48,147,117,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?a  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.066776316,0.403578529,0.474299065,203,503,428,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?a  <http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.073684211,0.496674058,0.739273927,224,451,303,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?h  ?a  <http://bias.org/vocab/film/film/prequel>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.022697368,0.12568306,0.148387097,69,549,465,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?h  ?h  <http://bias.org/vocab/film/film/prequel>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.026315789,0.159045726,0.185185185,80,503,432,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?a  ?b  <http://bias.org/vocab/film/actor/film./film/performance/film>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.255263158,0.360259981,0.453535944,776,2154,1711,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?h  ?h  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.040131579,0.087517934,0.109318996,122,1394,1116,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/nominated_for>  ?h  ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.039802632,0.084320557,0.104761905,121,1435,1155,?b
?b  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?a  ?b  <http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.014473684,0.411214953,0.628571429,44,107,70,?b
?b  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?h  ?h  <http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.055263158,0.231724138,0.279069767,168,725,602,?b
?b  <http://bias.org/vocab/film/director/film>  ?a  ?a  <http://bias.org/vocab/film/film/written_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.040131579,0.408026756,0.4765625,122,299,256,?b
?b  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?h  ?h  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.069736842,0.215885947,0.257907543,212,982,822,?b
?b  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?a  ?a  <http://bias.org/vocab/tv/tv_program/program_creator>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.012828947,0.39,0.661016949,39,100,59,?b
?b  <http://bias.org/vocab/base/popstra/celebrity/friendship./base/popstra/friendship/participant>  ?h  ?a  <http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.011842105,0.065813528,0.113924051,36,547,316,?b
?b  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?h  ?a  <http://bias.org/vocab/tv/tv_program/program_creator>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.033223684,0.277472527,0.345890411,101,364,292,?b
?b  <http://bias.org/vocab/film/director/film>  ?a  ?a  <http://bias.org/vocab/film/film/produced_by>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.033881579,0.358885017,0.443965517,103,287,232,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/award_nominee>  ?h  ?a  <http://bias.org/vocab/tv/tv_program/program_creator>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.037828947,0.179968701,0.258426966,115,639,445,?b
?b  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?h  ?a  <http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.079276316,0.097689501,0.114218009,241,2467,2110,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/award_nominee>  ?h  ?h  <http://bias.org/vocab/tv/tv_producer/programs_produced./tv/tv_producer_term/program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.073026316,0.127806563,0.175217048,222,1737,1267,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/award_nominee>  ?h  ?h  <http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.058552632,0.165427509,0.217870257,178,1076,817,?b
?h  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.042763158,0.200927357,0.200927357,130,647,647,?b
?h  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/film/film/prequel>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.014473684,0.181818182,0.181818182,44,242,242,?b
?h  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/award_nominee>  ?b  ?a  <http://bias.org/vocab/tv/tv_program/program_creator>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.036842105,0.182410423,0.257471264,112,614,435,?b
?h  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/tv/tv_program/program_creator>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.037828947,0.328571429,0.395189003,115,350,291,?b
?h  <http://bias.org/vocab/base/popstra/celebrity/friendship./base/popstra/friendship/participant>  ?b  ?a  <http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.011184211,0.061261261,0.10625,34,555,320,?b
?g  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b  ?g  <http://bias.org/vocab/film/film/prequel>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.014144737,0.200934579,0.200934579,43,214,214,?b
?g  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b  ?g  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/honored_for>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.042434211,0.207395498,0.207395498,129,622,622,?b
?a  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?h  ?h  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.035855263,0.132442284,0.132442284,109,823,823,?b
?g  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?b  ?g  <http://bias.org/vocab/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program>  ?a   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.056578947,0.234332425,0.281045752,172,734,612,?b
?g  <http://bias.org/vocab/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for>  ?a  ?g  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.036513158,0.132616487,0.132616487,111,837,837,?b
?h  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor>  ?h   => ?a  <http://bias.org/vocab/award/award_winning_work/awards_won./award/award_honor/award_winner>  ?b,0.079934211,0.097826087,0.114622642,243,2484,2120,?b
?b  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?h  ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?h   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.06,0.066666667,0.818181818,9,135,11,?b
?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?h  ?b  <http://bias.org/vocab/people/person/sibling_s./people/sibling_relationship/sibling>  ?h   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.033333333,0.625,0.833333333,5,8,6,?b
?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?h  ?b  <http://bias.org/vocab/influence/influence_node/influenced_by>  ?h   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.026666667,0.04,0.363636364,4,100,11,?b
?b  <http://bias.org/vocab/award/award_nominee/award_nominations./award/award_nomination/award_nominee>  ?h  ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?h   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.046666667,0.023809524,0.4375,7,294,16,?b
?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?g  ?g  <http://bias.org/vocab/base/popstra/celebrity/friendship./base/popstra/friendship/participant>  ?b   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.08,0.09375,0.413793103,12,128,29,?b
?g  <http://bias.org/vocab/award/award_winner/awards_won./award/award_honor/award_winner>  ?b  ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?g   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.06,0.070866142,0.818181818,9,127,11,?b
?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?h  ?b  <http://bias.org/vocab/base/popstra/celebrity/friendship./base/popstra/friendship/participant>  ?h   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.086666667,0.108333333,0.464285714,13,120,28,?b
?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?g  ?g  <http://bias.org/vocab/influence/influence_node/influenced_by>  ?b   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.046666667,0.085365854,0.368421053,7,82,19,?b
?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?g  ?g  <http://bias.org/vocab/people/person/sibling_s./people/sibling_relationship/sibling>  ?b   => ?a  <http://bias.org/vocab/base/americancomedy/celebrity_impressionist/celebrities_impersonated>  ?b,0.033333333,0.555555556,0.714285714,5,9,7,?b
