Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?g  <http://bias.org/vocab/sisterStation>  ?a  ?g  <http://bias.org/vocab/sisterStation>  ?b   => ?a  <http://bias.org/vocab/sisterStation>  ?b,0.23255814,0.186915888,0.24691358,40,214,162,?a
?h  <http://bias.org/vocab/sisterStation>  ?b  ?a  <http://bias.org/vocab/sisterStation>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b,0.23255814,0.253164557,0.253164557,40,158,158,?a
?a  <http://bias.org/vocab/president>  ?h  ?b  <http://bias.org/vocab/president>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,0.007075472,0.1,3,424,30,?b
?a  <http://bias.org/vocab/location>  ?h  ?b  <http://bias.org/vocab/location>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b,0.011627907,0.000314367,0.166666667,2,6362,12,?a
?b  <http://bias.org/vocab/predecessor>  ?a  ?a  <http://bias.org/vocab/primeMinister>  ?b   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,1,1,3,3,3,?b
?a  <http://bias.org/vocab/broadcastArea>  ?h  ?b  <http://bias.org/vocab/city>  ?h   => ?a  <http://bias.org/vocab/sisterStation>  ?b,0.023255814,0.133333333,0.5,4,30,8,?a
?a  <http://bias.org/vocab/ground>  ?h  ?b  <http://bias.org/vocab/homeStadium>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,0.046153846,0.272727273,3,65,11,?b
?a  <http://bias.org/vocab/homeStadium>  ?h  ?b  <http://bias.org/vocab/homeStadium>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b,0.01010101,0.030769231,0.181818182,2,65,11,?b
?b  <http://bias.org/vocab/governor>  ?a  ?a  <http://bias.org/vocab/lieutenant>  ?b   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,0.375,1,3,8,3,?b
?b  <http://bias.org/vocab/predecessor>  ?a  ?b  <http://bias.org/vocab/president>  ?a   => ?a  <http://bias.org/vocab/successor>  ?b,0.01010101,0.5,1,2,4,2,?b
?a  <http://bias.org/vocab/successor>  ?h  ?b  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,0.015075377,0.103448276,3,199,29,?b
?b  <http://bias.org/vocab/predecessor>  ?a  ?a  <http://bias.org/vocab/predecessor>  ?b   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,0.3,1,3,10,3,?b
?h  <http://bias.org/vocab/successor>  ?a  ?b  <http://bias.org/vocab/successor>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,0.096774194,0.176470588,3,31,17,?b
?b  <http://bias.org/vocab/ground>  ?h  ?a  <http://bias.org/vocab/homeStadium>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,0.046153846,0.214285714,3,65,14,?b
?b  <http://bias.org/vocab/predecessor>  ?a  ?b  <http://bias.org/vocab/successor>  ?a   => ?a  <http://bias.org/vocab/successor>  ?b,0.03030303,0.75,1,6,8,6,?b
?a  <http://bias.org/vocab/ground>  ?h  ?b  <http://bias.org/vocab/ground>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b,0.015151515,0.015463918,0.214285714,3,194,14,?b
?a  <http://bias.org/vocab/locationCity>  ?h  ?b  <http://bias.org/vocab/locationCity>  ?h   => ?a  <http://bias.org/vocab/successor>  ?b,0.01010101,0.005730659,0.4,2,349,5,?b
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.030534351,0.045977011,0.571428571,4,87,7,?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.038167939,0.014619883,0.217391304,5,342,23,?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.02,0.5,2,100,4,?a
?h  <http://bias.org/vocab/bandMember>  ?a  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.374045802,0.907407407,1,49,54,49,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.061068702,0.5,1,8,16,8,?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.038167939,0.277777778,0.277777778,5,18,18,?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.031914894,0.428571429,3,94,7,?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.018348624,0.666666667,2,109,3,?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.074074074,1,2,27,2,?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?b  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.053435115,0.006427916,0.269230769,7,1089,26,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.038167939,0.013192612,0.172413793,5,379,29,?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.030534351,0.2,0.2,4,20,20,?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.030534351,0.011080332,0.153846154,4,361,26,?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.074074074,0.666666667,2,27,3,?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.031914894,0.75,3,94,4,?a
?a  <http://bias.org/vocab/bandMember>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.06870229,0.214285714,0.214285714,9,42,42,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.005540166,0.153846154,2,361,13,?a
?a  <http://bias.org/vocab/bandMember>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.076335878,0.625,0.625,10,16,16,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.41221374,1,1,54,54,54,?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.061068702,0.007469655,0.275862069,8,1071,29,?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.034482759,0.75,3,87,4,?a
?a  <http://bias.org/vocab/bandMember>  ?h  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.374045802,0.251282051,0.251282051,49,195,195,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.06870229,0.214285714,0.375,9,42,24,?a
?a  <http://bias.org/vocab/associatedBand>  ?g  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.005698006,0.222222222,2,351,9,?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.061068702,0.006950478,0.258064516,8,1151,31,?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.038167939,0.014245014,0.2,5,351,25,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.005277045,0.142857143,2,379,14,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.076335878,0.909090909,1,10,11,10,?a
?h  <http://bias.org/vocab/formerBandMember>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.061068702,0.186046512,1,8,43,8,?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.045801527,0.005602241,0.260869565,6,1071,23,?a
?a  <http://bias.org/vocab/formerBandMember>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.083969466,0.091666667,0.458333333,11,120,24,?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/writer>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.04,1,3,75,3,?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.053435115,0.04516129,0.466666667,7,155,15,?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/writer>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.040540541,1,3,74,3,?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/musicalArtist>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.053435115,0.042424242,0.466666667,7,165,15,?a
?g  <http://bias.org/vocab/bandMember>  ?a  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.076335878,0.285714286,0.625,10,35,16,?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/musicalBand>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.053435115,0.04516129,0.466666667,7,155,15,?a
?h  <http://bias.org/vocab/bandMember>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.061068702,0.727272727,0.888888889,8,11,9,?a
?g  <http://bias.org/vocab/artist>  ?b  ?g  <http://bias.org/vocab/producer>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.024691358,0.4,2,81,5,?a
?g  <http://bias.org/vocab/formerBandMember>  ?a  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.06870229,0.054545455,1,9,165,9,?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.038461538,0.285714286,2,52,7,?a
?g  <http://bias.org/vocab/artist>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.037037037,0.5,3,81,6,?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.038461538,0.285714286,2,52,7,?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.053435115,0.043209877,0.466666667,7,162,15,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.00877193,0.375,3,342,8,?a
?h  <http://bias.org/vocab/formerBandMember>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.061068702,0.186046512,1,8,43,8,?a
?g  <http://bias.org/vocab/artist>  ?a  ?g  <http://bias.org/vocab/artist>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.038167939,0.027624309,0.357142857,5,181,14,?a
?g  <http://bias.org/vocab/musicalArtist>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.076335878,0.135135135,1,10,74,10,?a
?g  <http://bias.org/vocab/musicalBand>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.06870229,0.12,1,9,75,9,?a
?g  <http://bias.org/vocab/bandMember>  ?b  ?g  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.076335878,0.285714286,1,10,35,10,?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?g  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.15,1,3,20,3,?a
?g  <http://bias.org/vocab/bandMember>  ?a  ?g  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.41221374,0.397058824,1,54,136,54,?a
?a  <http://bias.org/vocab/artist>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/artist>  ?b,0.017241379,0.8,0.8,4,5,5,?a
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.166666667,1,3,18,3,?a
?a  <http://bias.org/vocab/artist>  ?h  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/artist>  ?b,0.025862069,1,1,6,6,6,?a
?g  <http://bias.org/vocab/producer>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.016260163,1,2,123,2,?a
?h  <http://bias.org/vocab/artist>  ?b  ?a  <http://bias.org/vocab/previousWork>  ?h   => ?a  <http://bias.org/vocab/artist>  ?b,0.021551724,1,1,5,5,5,?a
?g  <http://bias.org/vocab/producer>  ?a  ?g  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.015267176,0.003636364,0.222222222,2,550,9,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/artist>  ?b,0.012931034,0.130434783,0.6,3,23,5,?a
?h  <http://bias.org/vocab/artist>  ?b  ?a  <http://bias.org/vocab/subsequentWork>  ?h   => ?a  <http://bias.org/vocab/artist>  ?b,0.021551724,0.714285714,1,5,7,5,?a
?a  <http://bias.org/vocab/artist>  ?h  ?h  <http://bias.org/vocab/bandMember>  ?b   => ?a  <http://bias.org/vocab/artist>  ?b,0.025862069,0.24,0.24,6,25,25,?a
?g  <http://bias.org/vocab/isPartOf>  ?a  ?g  <http://bias.org/vocab/timeZone>  ?b   => ?a  <http://bias.org/vocab/timeZone>  ?b,0.057377049,0.583333333,0.875,7,12,8,?a
?a  <http://bias.org/vocab/isPartOf>  ?h  ?h  <http://bias.org/vocab/timeZone>  ?b   => ?a  <http://bias.org/vocab/timeZone>  ?b,0.06557377,0.8,0.888888889,8,10,9,?a
?g  <http://bias.org/vocab/artist>  ?b  ?g  <http://bias.org/vocab/previousWork>  ?a   => ?a  <http://bias.org/vocab/artist>  ?b,0.021551724,0.714285714,1,5,7,5,?a
?g  <http://bias.org/vocab/country>  ?a  ?g  <http://bias.org/vocab/timeZone>  ?b   => ?a  <http://bias.org/vocab/timeZone>  ?b,0.016393443,0.666666667,1,2,3,2,?a
?g  <http://bias.org/vocab/album>  ?a  ?g  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/artist>  ?b,0.038793103,0.75,1,9,12,9,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/artist>  ?b,0.017241379,0.022857143,0.166666667,4,175,24,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/artist>  ?b,0.017241379,0.023809524,0.16,4,168,25,?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?b  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.011204482,0.4,0.4,8,20,20,?a
?g  <http://bias.org/vocab/writer>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/bandMember>  ?b,0.022900763,0.006880734,0.6,3,436,5,?a
?a  <http://bias.org/vocab/country>  ?h  ?h  <http://bias.org/vocab/timeZone>  ?b   => ?a  <http://bias.org/vocab/timeZone>  ?b,0.049180328,0.333333333,1,6,18,6,?a
?a  <http://bias.org/vocab/artist>  ?h  ?h  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/artist>  ?b,0.017241379,0.210526316,0.210526316,4,19,19,?a
?g  <http://bias.org/vocab/artist>  ?b  ?g  <http://bias.org/vocab/subsequentWork>  ?a   => ?a  <http://bias.org/vocab/artist>  ?b,0.021551724,0.625,1,5,8,5,?a
?g  <http://bias.org/vocab/album>  ?a  ?g  <http://bias.org/vocab/musicalArtist>  ?b   => ?a  <http://bias.org/vocab/artist>  ?b,0.051724138,0.8,1,12,15,12,?a
?g  <http://bias.org/vocab/album>  ?a  ?g  <http://bias.org/vocab/writer>  ?b   => ?a  <http://bias.org/vocab/artist>  ?b,0.021551724,0.166666667,0.625,5,30,8,?a
?a  <http://bias.org/vocab/associatedBand>  ?b  ?b  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.06302521,0.918367347,0.97826087,45,49,46,?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.012605042,0.115384615,0.473684211,9,78,19,?a
?a  <http://bias.org/vocab/associatedBand>  ?b  ?b  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.06022409,0.977272727,1,43,44,43,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.014005602,0.126582278,0.625,10,79,16,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.014005602,0.128205128,0.666666667,10,78,15,?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.021008403,0.555555556,0.555555556,15,27,27,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.057422969,0.10817942,0.145390071,41,379,282,?a
?g  <http://bias.org/vocab/musicalArtist>  ?b  ?g  <http://bias.org/vocab/writer>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.012605042,0.121621622,0.428571429,9,74,21,?a
?b  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.051820728,0.105413105,0.145669291,37,351,254,?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?b  <http://bias.org/vocab/formerBandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.019607843,0.518518519,0.538461538,14,27,26,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.012605042,0.126760563,0.333333333,9,71,27,?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedBand>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.050420168,0.105263158,0.149377593,36,342,241,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/bandMember>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.012605042,0.14516129,0.346153846,9,62,26,?a
?a  <http://bias.org/vocab/associatedMusicalArtist>  ?g  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.021008403,0.137614679,0.137614679,15,109,109,?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?g  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.014005602,0.526315789,0.666666667,10,19,15,?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?g  <http://bias.org/vocab/bandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.012605042,0.45,0.473684211,9,20,19,?a
?g  <http://bias.org/vocab/associatedBand>  ?b  ?g  <http://bias.org/vocab/formerBandMember>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.014005602,0.5,0.625,10,20,16,?a
?h  <http://bias.org/vocab/associatedBand>  ?a  ?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.051820728,0.102493075,0.140151515,37,361,264,?a
?a  <http://bias.org/vocab/associatedBand>  ?g  ?g  <http://bias.org/vocab/formerBandMember>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.021008403,0.15,0.157894737,15,100,95,?a
?a  <http://bias.org/vocab/musicalBand>  ?b  ?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b,0.031897927,0.425531915,0.909090909,20,47,22,?a
?g  <http://bias.org/vocab/musicalBand>  ?b  ?g  <http://bias.org/vocab/writer>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.012605042,0.12,0.45,9,75,20,?a
?h  <http://bias.org/vocab/associatedBand>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?h   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.077030812,0.152354571,0.152354571,55,361,361,?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.078431373,0.064814815,0.171779141,56,864,326,?a
?b  <http://bias.org/vocab/associatedBand>  ?a  ?a  <http://bias.org/vocab/associatedBand>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.179271709,0.895104895,0.977099237,128,143,131,?a
?g  <http://bias.org/vocab/associatedBand>  ?a  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.072829132,0.063647491,0.175675676,52,817,296,?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/writer>  ?b,0.019138756,0.045627376,0.114285714,12,263,105,?a
?g  <http://bias.org/vocab/associatedBand>  ?b  ?g  <http://bias.org/vocab/associatedMusicalArtist>  ?a   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.071428571,0.062423501,0.17114094,51,817,298,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/writer>  ?b,0.019138756,0.342857143,0.631578947,12,35,19,?a
?g  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?g   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.086834734,0.163588391,0.163588391,62,379,379,?a
?a  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b,0.031897927,0.425531915,0.909090909,20,47,22,?a
?b  <http://bias.org/vocab/associatedMusicalArtist>  ?h  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/writer>  ?b,0.019138756,0.044117647,0.117647059,12,272,102,?a
?h  <http://bias.org/vocab/bandMember>  ?b  ?a  <http://bias.org/vocab/musicalArtist>  ?h   => ?a  <http://bias.org/vocab/writer>  ?b,0.020733652,0.371428571,0.684210526,13,35,19,?a
?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b  ?a  <http://bias.org/vocab/producer>  ?h   => ?a  <http://bias.org/vocab/writer>  ?b,0.011164274,0.041666667,0.28,7,168,25,?a
?a  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/musicalBand>  ?b   => ?a  <http://bias.org/vocab/writer>  ?b,0.119617225,0.309917355,0.842696629,75,242,89,?a
?g  <http://bias.org/vocab/executiveProducer>  ?b  ?a  <http://bias.org/vocab/series>  ?g   => ?a  <http://bias.org/vocab/writer>  ?b,0.014354067,0.2,0.5,9,45,18,?a
?a  <http://bias.org/vocab/associatedBand>  ?h  ?h  <http://bias.org/vocab/associatedMusicalArtist>  ?b   => ?a  <http://bias.org/vocab/associatedMusicalArtist>  ?b,0.081232493,0.165242165,0.172619048,58,351,336,?a
?a  <http://bias.org/vocab/musicalArtist>  ?b  ?a  <http://bias.org/vocab/producer>  ?b   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.16730038,0.936170213,1,44,47,44,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/writer>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.045627376,0.631578947,0.75,12,19,16,?a
?b  <http://bias.org/vocab/bandMember>  ?h  ?a  <http://bias.org/vocab/musicalBand>  ?h   => ?a  <http://bias.org/vocab/musicalBand>  ?b,0.038022814,1,1,10,10,10,?a
